time,open,high,low,close,volume
2025-06-09T09:15:00+05:30,2110.0,2110.0,2090.0,2092.4,197230
2025-06-09T09:16:00+05:30,2093.2,2098.5,2092.9,2095.9,35419
2025-06-09T09:17:00+05:30,2095.5,2105.0,2095.5,2102.8,85752
2025-06-09T09:18:00+05:30,2102.6,2102.6,2100.1,2100.1,34562
2025-06-09T09:19:00+05:30,2100.5,2100.9,2096.7,2098.5,36450
2025-06-09T09:20:00+05:30,2098.6,2102.0,2098.3,2101.2,16173
2025-06-09T09:21:00+05:30,2101.7,2107.8,2101.1,2107.5,46469
2025-06-09T09:22:00+05:30,2107.5,2111.7,2106.6,2111.5,86861
2025-06-09T09:23:00+05:30,2111.0,2111.1,2108.0,2109.1,120472
2025-06-09T09:24:00+05:30,2109.0,2109.9,2107.0,2109.6,47969
2025-06-09T09:25:00+05:30,2109.1,2114.9,2108.5,2114.0,47672
2025-06-09T09:26:00+05:30,2114.1,2114.9,2112.5,2114.3,22280
2025-06-09T09:27:00+05:30,2114.3,2118.9,2114.2,2115.4,43763
2025-06-09T09:28:00+05:30,2115.9,2119.1,2115.9,2118.9,40523
2025-06-09T09:29:00+05:30,2118.9,2121.0,2116.0,2116.4,59254
2025-06-09T09:30:00+05:30,2117.3,2119.9,2116.0,2119.0,47116
2025-06-09T09:31:00+05:30,2119.0,2122.0,2119.0,2122.0,57883
2025-06-09T09:32:00+05:30,2121.7,2123.8,2121.3,2121.6,29093
2025-06-09T09:33:00+05:30,2121.6,2122.2,2120.0,2120.5,37981
2025-06-09T09:34:00+05:30,2120.9,2121.7,2120.0,2121.7,11620
2025-06-09T09:35:00+05:30,2121.7,2124.0,2120.6,2122.1,23383
2025-06-09T09:36:00+05:30,2122.0,2126.6,2121.5,2125.8,54628
2025-06-09T09:37:00+05:30,2126.4,2127.0,2125.0,2126.5,32936
2025-06-09T09:38:00+05:30,2126.8,2128.0,2124.3,2126.6,63525
2025-06-09T09:39:00+05:30,2126.6,2128.9,2126.2,2127.6,62801
2025-06-09T09:40:00+05:30,2127.6,2128.8,2126.0,2127.0,35220
2025-06-09T09:41:00+05:30,2127.0,2132.0,2127.0,2131.1,51451
2025-06-09T09:42:00+05:30,2131.9,2132.0,2130.0,2131.0,15891
2025-06-09T09:43:00+05:30,2130.3,2131.0,2130.0,2130.1,20704
2025-06-09T09:44:00+05:30,2130.1,2132.8,2130.0,2131.6,59825
2025-06-09T09:45:00+05:30,2131.0,2135.5,2131.0,2135.0,87081
2025-06-09T09:46:00+05:30,2135.0,2136.4,2131.4,2131.6,71034
2025-06-09T09:47:00+05:30,2131.6,2132.1,2130.0,2130.8,29543
2025-06-09T09:48:00+05:30,2130.5,2132.0,2130.0,2131.7,19673
2025-06-09T09:49:00+05:30,2132.0,2132.0,2130.2,2130.2,9685
2025-06-09T09:50:00+05:30,2130.2,2131.0,2130.2,2131.0,13971
2025-06-09T09:51:00+05:30,2130.3,2132.7,2130.3,2130.8,14488
2025-06-09T09:52:00+05:30,2131.4,2133.4,2130.6,2132.1,22419
2025-06-09T09:53:00+05:30,2132.1,2132.9,2130.8,2131.7,9172
2025-06-09T09:54:00+05:30,2132.1,2133.6,2131.2,2132.0,7928
2025-06-09T09:55:00+05:30,2132.0,2132.0,2130.3,2130.3,16486
2025-06-09T09:56:00+05:30,2130.4,2130.5,2130.3,2130.3,5742
2025-06-09T09:57:00+05:30,2130.3,2130.8,2128.2,2128.9,40674
2025-06-09T09:58:00+05:30,2128.9,2129.5,2128.2,2128.9,7108
2025-06-09T09:59:00+05:30,2128.2,2134.0,2128.2,2133.2,16754
2025-06-09T10:00:00+05:30,2133.2,2136.0,2133.0,2133.1,27886
2025-06-09T10:01:00+05:30,2133.5,2133.5,2130.3,2130.3,8256
2025-06-09T10:02:00+05:30,2130.3,2131.0,2130.3,2130.8,7285
2025-06-09T10:03:00+05:30,2130.8,2134.6,2130.3,2133.4,21211
2025-06-09T10:04:00+05:30,2133.4,2135.5,2132.6,2135.5,184616
2025-06-09T10:05:00+05:30,2135.0,2138.0,2135.0,2136.9,19219
2025-06-09T10:06:00+05:30,2136.1,2136.9,2134.0,2134.5,7553
2025-06-09T10:07:00+05:30,2134.4,2136.0,2134.0,2134.8,7396
2025-06-09T10:08:00+05:30,2134.8,2135.0,2133.4,2134.6,7136
2025-06-09T10:09:00+05:30,2134.1,2135.6,2133.6,2134.1,9198
2025-06-09T10:10:00+05:30,2134.8,2135.0,2132.0,2132.0,6531
2025-06-09T10:11:00+05:30,2132.1,2132.1,2131.0,2131.0,16782
2025-06-09T10:12:00+05:30,2131.0,2132.5,2130.9,2131.1,23633
2025-06-09T10:13:00+05:30,2132.0,2133.8,2131.2,2131.8,10948
2025-06-09T10:14:00+05:30,2132.8,2133.7,2131.7,2132.6,5167
2025-06-09T10:15:00+05:30,2133.4,2133.8,2132.1,2133.1,4574
2025-06-09T10:16:00+05:30,2133.4,2133.4,2131.7,2132.1,5372
2025-06-09T10:17:00+05:30,2132.1,2132.3,2131.0,2131.0,3704
2025-06-09T10:18:00+05:30,2131.4,2131.9,2130.5,2130.9,17494
2025-06-09T10:19:00+05:30,2130.5,2133.0,2130.5,2132.5,8420
2025-06-09T10:20:00+05:30,2132.8,2133.9,2132.2,2132.5,5247
2025-06-09T10:21:00+05:30,2132.7,2133.9,2132.6,2133.2,5181
2025-06-09T10:22:00+05:30,2133.2,2133.5,2132.4,2132.5,2395
2025-06-09T10:23:00+05:30,2132.4,2133.1,2132.3,2132.8,3239
2025-06-09T10:24:00+05:30,2132.3,2133.9,2132.3,2133.0,4801
2025-06-09T10:25:00+05:30,2133.8,2133.9,2133.0,2133.2,5964
2025-06-09T10:26:00+05:30,2133.2,2133.9,2133.0,2133.1,11298
2025-06-09T10:27:00+05:30,2133.2,2133.5,2132.5,2132.5,4725
2025-06-09T10:28:00+05:30,2133.1,2133.1,2132.3,2132.5,21724
2025-06-09T10:29:00+05:30,2132.4,2132.8,2132.3,2132.3,5993
2025-06-09T10:30:00+05:30,2132.3,2133.0,2132.3,2132.3,4057
2025-06-09T10:31:00+05:30,2132.4,2133.0,2132.3,2132.9,3368
2025-06-09T10:32:00+05:30,2132.7,2132.8,2132.3,2132.7,3030
2025-06-09T10:33:00+05:30,2132.3,2133.1,2132.0,2132.7,9400
2025-06-09T10:34:00+05:30,2132.8,2135.0,2132.6,2134.8,6599
2025-06-09T10:35:00+05:30,2134.9,2136.0,2134.4,2135.0,7883
2025-06-09T10:36:00+05:30,2135.6,2139.7,2134.6,2138.3,60731
2025-06-09T10:37:00+05:30,2138.0,2138.8,2138.0,2138.4,12362
2025-06-09T10:38:00+05:30,2138.2,2139.0,2138.0,2138.1,48677
2025-06-09T10:39:00+05:30,2138.0,2138.7,2138.0,2138.5,7007
2025-06-09T10:40:00+05:30,2138.5,2138.5,2134.1,2134.3,83825
2025-06-09T10:41:00+05:30,2134.3,2135.9,2134.0,2134.9,5912
2025-06-09T10:42:00+05:30,2135.0,2136.1,2134.9,2135.2,3340
2025-06-09T10:43:00+05:30,2135.5,2135.9,2134.6,2134.9,3493
2025-06-09T10:44:00+05:30,2134.9,2135.3,2134.5,2134.5,2360
2025-06-09T10:45:00+05:30,2134.5,2135.4,2134.3,2134.4,2545
2025-06-09T10:46:00+05:30,2134.5,2135.3,2133.9,2134.4,2882
2025-06-09T10:47:00+05:30,2134.4,2134.9,2133.4,2133.9,6967
2025-06-09T10:48:00+05:30,2133.7,2134.0,2133.3,2133.3,4786
2025-06-09T10:49:00+05:30,2133.5,2135.9,2133.3,2134.4,7278
2025-06-09T10:50:00+05:30,2134.5,2135.0,2133.8,2134.4,3472
2025-06-09T10:51:00+05:30,2134.0,2135.4,2133.8,2134.9,3480
2025-06-09T10:52:00+05:30,2134.4,2135.6,2133.9,2134.5,7666
2025-06-09T10:53:00+05:30,2133.9,2134.5,2133.7,2134.5,2505
2025-06-09T10:54:00+05:30,2134.5,2135.0,2133.9,2134.0,5936
2025-06-09T10:55:00+05:30,2134.5,2134.5,2133.3,2134.0,17422
2025-06-09T10:56:00+05:30,2134.0,2134.2,2133.3,2134.0,22540
2025-06-09T10:57:00+05:30,2134.0,2135.0,2133.5,2134.1,55907
2025-06-09T10:58:00+05:30,2134.5,2136.0,2134.1,2134.2,12526
2025-06-09T10:59:00+05:30,2134.2,2134.5,2134.1,2134.5,2527
2025-06-09T11:00:00+05:30,2134.5,2136.9,2134.0,2136.9,52954
2025-06-09T11:01:00+05:30,2136.9,2137.0,2134.5,2134.9,11431
2025-06-09T11:02:00+05:30,2135.5,2136.0,2134.9,2135.5,4016
2025-06-09T11:03:00+05:30,2135.5,2135.5,2134.5,2135.4,9318
2025-06-09T11:04:00+05:30,2135.0,2135.4,2134.2,2134.5,14263
2025-06-09T11:05:00+05:30,2134.3,2135.1,2134.0,2134.3,39168
2025-06-09T11:06:00+05:30,2134.8,2135.3,2134.0,2135.0,8447
2025-06-09T11:07:00+05:30,2134.6,2135.4,2134.3,2134.6,15065
2025-06-09T11:08:00+05:30,2135.4,2135.5,2134.1,2135.0,2129
2025-06-09T11:09:00+05:30,2135.0,2135.9,2134.1,2135.1,4228
2025-06-09T11:10:00+05:30,2134.1,2135.3,2133.9,2134.6,20839
2025-06-09T11:11:00+05:30,2134.6,2135.5,2134.6,2135.3,3110
2025-06-09T11:12:00+05:30,2135.0,2135.3,2133.5,2134.3,3079
2025-06-09T11:13:00+05:30,2133.5,2134.9,2133.5,2134.1,4722
2025-06-09T11:14:00+05:30,2134.1,2134.9,2133.6,2134.1,2648
2025-06-09T11:15:00+05:30,2134.0,2134.5,2133.5,2133.6,4536
2025-06-09T11:16:00+05:30,2133.9,2135.0,2133.5,2133.8,32248
2025-06-09T11:17:00+05:30,2134.8,2136.0,2133.5,2135.1,40221
2025-06-09T11:18:00+05:30,2134.5,2135.5,2134.1,2135.1,4834
2025-06-09T11:19:00+05:30,2135.1,2135.2,2134.0,2134.8,4360
2025-06-09T11:20:00+05:30,2134.0,2135.0,2133.0,2133.2,14517
2025-06-09T11:21:00+05:30,2133.2,2134.7,2132.8,2134.1,54558
2025-06-09T11:22:00+05:30,2134.2,2136.0,2133.7,2134.2,40661
2025-06-09T11:23:00+05:30,2134.0,2135.6,2134.0,2134.6,2720
2025-06-09T11:24:00+05:30,2135.0,2136.0,2134.6,2135.3,2749
2025-06-09T11:25:00+05:30,2135.3,2136.0,2134.3,2135.0,2908
2025-06-09T11:26:00+05:30,2134.8,2135.7,2134.4,2135.0,2308
2025-06-09T11:27:00+05:30,2135.2,2135.2,2134.0,2134.2,4399
2025-06-09T11:28:00+05:30,2134.2,2135.0,2134.2,2134.6,2433
