time,open,high,low,close,volume
2025-06-09T09:15:00+05:30,1721.4,1727.8,1715.1,1724.4,2674
2025-06-09T09:16:00+05:30,1724.1,1726.9,1720.7,1725.0,1598
2025-06-09T09:17:00+05:30,1725.0,1726.2,1723.9,1725.7,152
2025-06-09T09:18:00+05:30,1726.3,1727.0,1723.0,1723.2,856
2025-06-09T09:19:00+05:30,1724.8,1724.9,1721.7,1721.7,390
2025-06-09T09:20:00+05:30,1723.0,1723.0,1720.8,1720.8,306
2025-06-09T09:21:00+05:30,1721.9,1726.6,1721.0,1725.9,4069
2025-06-09T09:22:00+05:30,1725.1,1725.9,1722.4,1724.8,1370
2025-06-09T09:23:00+05:30,1725.7,1730.8,1725.7,1729.4,5017
2025-06-09T09:24:00+05:30,1728.8,1730.0,1727.5,1728.9,905
2025-06-09T09:25:00+05:30,1729.4,1730.0,1726.9,1728.9,2005
2025-06-09T09:26:00+05:30,1729.0,1735.0,1727.3,1733.3,6192
2025-06-09T09:27:00+05:30,1733.6,1737.9,1732.8,1733.0,2343
2025-06-09T09:28:00+05:30,1732.5,1732.5,1729.7,1731.7,666
2025-06-09T09:29:00+05:30,1732.0,1732.0,1728.9,1728.9,613
2025-06-09T09:30:00+05:30,1728.9,1735.0,1728.2,1735.0,2043
2025-06-09T09:31:00+05:30,1735.0,1735.7,1733.0,1733.0,805
2025-06-09T09:32:00+05:30,1733.2,1733.7,1731.6,1731.8,655
2025-06-09T09:33:00+05:30,1732.5,1732.5,1725.2,1726.1,2950
2025-06-09T09:34:00+05:30,1725.1,1726.4,1725.0,1725.1,60
2025-06-09T09:35:00+05:30,1725.9,1727.3,1725.0,1727.3,1743
2025-06-09T09:36:00+05:30,1727.0,1727.5,1725.7,1726.9,208
2025-06-09T09:37:00+05:30,1727.4,1729.1,1726.9,1728.2,419
2025-06-09T09:38:00+05:30,1729.7,1729.7,1727.5,1727.6,208
2025-06-09T09:39:00+05:30,1726.0,1726.0,1723.9,1725.1,383
2025-06-09T09:40:00+05:30,1725.2,1729.5,1725.2,1729.5,2434
2025-06-09T09:41:00+05:30,1728.6,1731.4,1728.2,1730.7,393
2025-06-09T09:42:00+05:30,1730.9,1731.1,1728.7,1729.7,647
2025-06-09T09:43:00+05:30,1730.5,1730.6,1729.0,1730.6,221
2025-06-09T09:44:00+05:30,1730.9,1730.9,1728.4,1728.4,231
2025-06-09T09:45:00+05:30,1729.4,1730.9,1729.4,1730.0,104
2025-06-09T09:46:00+05:30,1730.0,1732.5,1729.8,1731.3,450
2025-06-09T09:47:00+05:30,1732.4,1732.9,1731.2,1732.9,579
2025-06-09T09:48:00+05:30,1732.6,1733.2,1732.0,1732.5,298
2025-06-09T09:49:00+05:30,1732.8,1733.5,1732.5,1733.2,352
2025-06-09T09:50:00+05:30,1733.9,1734.8,1732.5,1732.5,742
2025-06-09T09:51:00+05:30,1733.8,1733.8,1731.8,1732.4,859
2025-06-09T09:52:00+05:30,1733.1,1733.7,1732.1,1733.4,177
2025-06-09T09:53:00+05:30,1733.7,1734.9,1728.7,1729.4,1778
2025-06-09T09:54:00+05:30,1729.0,1729.6,1728.6,1729.0,350
2025-06-09T09:55:00+05:30,1728.5,1729.6,1728.1,1728.1,234
2025-06-09T09:56:00+05:30,1729.3,1731.1,1728.0,1728.2,239
2025-06-09T09:57:00+05:30,1727.8,1729.5,1727.3,1727.9,1062
2025-06-09T09:58:00+05:30,1727.0,1729.9,1727.0,1728.5,280
2025-06-09T09:59:00+05:30,1728.4,1728.5,1728.3,1728.5,131
2025-06-09T10:00:00+05:30,1729.2,1730.0,1728.2,1728.2,322
2025-06-09T10:01:00+05:30,1728.3,1728.9,1727.3,1728.9,201
2025-06-09T10:02:00+05:30,1728.8,1729.5,1728.0,1729.4,32
2025-06-09T10:03:00+05:30,1729.0,1729.9,1728.3,1729.6,92
2025-06-09T10:04:00+05:30,1729.0,1729.0,1727.0,1728.0,2643
2025-06-09T10:05:00+05:30,1727.3,1727.3,1727.1,1727.1,32
2025-06-09T10:06:00+05:30,1726.7,1728.5,1726.7,1728.5,75
2025-06-09T10:07:00+05:30,1728.6,1728.8,1728.6,1728.7,108
2025-06-09T10:08:00+05:30,1727.9,1728.1,1727.9,1728.0,236
