timestamp,open,high,low,close,volume
2025-07-18T09:15:00+05:30,184.64,185.78,184.47,184.5,50300
2025-07-18T09:16:00+05:30,184.56,184.68,184.32,184.48,49861
2025-07-18T09:17:00+05:30,184.47,184.59,184.3,184.47,72819
2025-07-18T09:18:00+05:30,184.51,185.37,184.42,185.26,73227
2025-07-18T09:19:00+05:30,185.25,185.59,184.9,185.49,82918
2025-07-18T09:20:00+05:30,185.49,185.95,185.39,185.48,80975
2025-07-18T09:21:00+05:30,185.41,185.9,185.26,185.73,29986
2025-07-18T09:22:00+05:30,185.76,185.85,185.39,185.54,84410
2025-07-18T09:23:00+05:30,185.54,185.87,185.38,185.49,58247
2025-07-18T09:24:00+05:30,185.4,185.57,185.07,185.49,29319
2025-07-18T09:25:00+05:30,185.5,185.55,185.15,185.22,22882
2025-07-18T09:26:00+05:30,185.3,185.32,185.0,185.02,1624
2025-07-18T09:27:00+05:30,185.01,185.48,185.0,185.33,65850
2025-07-18T09:28:00+05:30,185.44,185.86,185.44,185.56,53334
2025-07-18T09:29:00+05:30,185.56,185.75,185.38,185.47,40274
2025-07-18T09:30:00+05:30,185.48,185.79,185.45,185.7,28326
2025-07-18T09:31:00+05:30,185.73,185.91,185.55,185.6,55846
2025-07-18T09:32:00+05:30,185.6,186.0,185.26,185.76,262334
2025-07-18T09:33:00+05:30,185.76,185.82,185.35,185.47,27585
2025-07-18T09:34:00+05:30,185.5,185.5,185.2,185.33,45386
2025-07-18T09:35:00+05:30,185.32,185.4,185.22,185.25,14238
2025-07-18T09:36:00+05:30,185.22,185.51,185.2,185.41,21179
2025-07-18T09:37:00+05:30,185.5,185.51,185.3,185.3,7814
2025-07-18T09:38:00+05:30,185.3,185.67,185.23,185.64,31725
2025-07-18T09:39:00+05:30,185.64,185.64,185.34,185.42,3606
2025-07-18T09:40:00+05:30,185.4,185.62,185.3,185.3,14966
2025-07-18T09:41:00+05:30,185.29,185.29,184.9,184.92,111811
2025-07-18T09:42:00+05:30,184.98,185.5,184.92,185.4,33636
2025-07-18T09:43:00+05:30,185.31,185.7,185.08,185.7,22599
2025-07-18T09:44:00+05:30,185.66,185.92,185.45,185.76,166608
2025-07-18T09:45:00+05:30,185.73,186.11,185.54,185.86,81050
2025-07-18T09:46:00+05:30,185.84,186.0,185.75,186.0,25315
2025-07-18T09:47:00+05:30,185.95,186.34,185.65,186.33,63732
2025-07-18T09:48:00+05:30,186.27,186.38,186.01,186.1,50034
2025-07-18T09:49:00+05:30,186.03,186.1,185.89,186.02,22478
2025-07-18T09:50:00+05:30,186.02,186.4,185.8,186.38,63546
2025-07-18T09:51:00+05:30,186.38,186.74,186.38,186.44,134802
2025-07-18T09:52:00+05:30,186.46,186.62,186.26,186.34,19492
2025-07-18T09:53:00+05:30,186.33,186.94,186.3,186.8,170283
2025-07-18T09:54:00+05:30,186.84,186.85,186.63,186.67,22373
2025-07-18T09:55:00+05:30,186.73,186.9,186.6,186.67,55454
2025-07-18T09:56:00+05:30,186.7,186.98,186.59,186.84,48852
2025-07-18T09:57:00+05:30,186.83,186.85,186.51,186.52,25696
