timestamp,open,high,low,close,volume
2025-07-18T09:15:00+05:30,1962.0,1963.7,1956.1,1957.6,877
2025-07-18T09:16:00+05:30,1958.0,1961.6,1957.6,1961.6,612
2025-07-18T09:17:00+05:30,1960.0,1960.0,1957.7,1960.0,182
2025-07-18T09:18:00+05:30,1960.0,1960.0,1959.2,1960.0,123
2025-07-18T09:19:00+05:30,1959.2,1960.0,1958.4,1960.0,104
2025-07-18T09:20:00+05:30,1959.0,1959.9,1958.3,1958.6,43
2025-07-18T09:21:00+05:30,1958.7,1960.1,1957.2,1959.9,265
2025-07-18T09:22:00+05:30,1960.0,1960.3,1959.4,1960.0,179
2025-07-18T09:23:00+05:30,1959.9,1960.0,1958.7,1958.7,33
2025-07-18T09:24:00+05:30,1958.0,1960.4,1958.0,1959.5,659
2025-07-18T09:25:00+05:30,1958.2,1960.3,1958.0,1958.2,480
2025-07-18T09:26:00+05:30,1959.2,1960.2,1957.2,1958.2,281
2025-07-18T09:27:00+05:30,1959.4,1959.6,1958.1,1958.4,90
2025-07-18T09:28:00+05:30,1958.1,1959.0,1958.0,1958.1,82
2025-07-18T09:29:00+05:30,1959.0,1959.4,1956.0,1957.2,571
2025-07-18T09:30:00+05:30,1957.0,1957.9,1953.2,1957.9,785
2025-07-18T09:31:00+05:30,1957.9,1957.9,1957.1,1957.9,23
2025-07-18T09:32:00+05:30,1957.9,1958.0,1957.1,1957.9,93
2025-07-18T09:33:00+05:30,1957.3,1958.4,1954.8,1954.8,1230
2025-07-18T09:34:00+05:30,1955.1,1956.0,1955.0,1956.0,55
2025-07-18T09:35:00+05:30,1956.0,1956.0,1955.0,1955.9,7
2025-07-18T09:36:00+05:30,1955.9,1955.9,1953.2,1954.2,568
2025-07-18T09:37:00+05:30,1954.9,1955.1,1953.9,1953.9,128
2025-07-18T09:38:00+05:30,1953.9,1955.6,1953.3,1955.4,317
2025-07-18T09:39:00+05:30,1953.6,1955.9,1953.1,1954.8,326
2025-07-18T09:40:00+05:30,1955.0,1956.0,1954.8,1955.0,179
2025-07-18T09:41:00+05:30,1955.9,1956.0,1954.3,1954.7,111
2025-07-18T09:42:00+05:30,1954.7,1954.7,1953.2,1954.1,87
2025-07-18T09:43:00+05:30,1954.2,1954.4,1952.0,1952.1,520
2025-07-18T09:44:00+05:30,1952.0,1952.1,1951.0,1951.0,123
2025-07-18T09:45:00+05:30,1952.1,1952.7,1950.6,1951.0,49
2025-07-18T09:46:00+05:30,1951.6,1951.9,1951.0,1951.0,189
2025-07-18T09:47:00+05:30,1951.9,1952.0,1951.0,1951.1,82
2025-07-18T09:48:00+05:30,1952.0,1952.0,1951.0,1951.0,396
2025-07-18T09:49:00+05:30,1951.1,1955.4,1951.0,1952.8,747
2025-07-18T09:50:00+05:30,1954.9,1954.9,1953.5,1953.5,8
2025-07-18T09:51:00+05:30,1954.0,1954.0,1953.6,1954.0,76
2025-07-18T09:52:00+05:30,1954.0,1955.0,1954.0,1955.0,13
2025-07-18T09:53:00+05:30,1955.1,1955.9,1954.4,1955.5,83
2025-07-18T09:54:00+05:30,1955.8,1955.8,1954.0,1955.2,366
2025-07-18T09:55:00+05:30,1955.2,1955.6,1954.0,1954.0,190
2025-07-18T09:56:00+05:30,1954.9,1955.0,1953.1,1953.1,357
2025-07-18T09:57:00+05:30,1954.0,1954.0,1952.1,1952.9,64
2025-07-18T09:58:00+05:30,1952.2,1952.9,1952.0,1952.9,226
2025-07-18T09:59:00+05:30,1952.6,1954.1,1952.3,1952.8,50
2025-07-18T10:00:00+05:30,1952.8,1954.5,1952.8,1954.3,100
2025-07-18T10:01:00+05:30,1954.0,1954.1,1952.6,1954.0,41
2025-07-18T10:02:00+05:30,1954.0,1954.9,1953.0,1954.5,65
2025-07-18T10:03:00+05:30,1954.7,1954.9,1953.7,1953.7,25
2025-07-18T10:04:00+05:30,1953.0,1953.0,1952.6,1953.0,49
2025-07-18T10:05:00+05:30,1952.2,1952.2,1951.0,1951.8,1019
2025-07-18T10:06:00+05:30,1951.5,1952.5,1951.4,1952.5,84
2025-07-18T10:07:00+05:30,1952.4,1952.7,1951.4,1951.4,62
2025-07-18T10:08:00+05:30,1951.5,1951.5,1951.2,1951.2,55
2025-07-18T10:09:00+05:30,1951.2,1952.4,1951.0,1952.4,125
2025-07-18T10:10:00+05:30,1951.5,1951.6,1949.3,1950.6,2145
2025-07-18T10:11:00+05:30,1950.0,1951.1,1949.1,1951.1,135
2025-07-18T10:12:00+05:30,1950.1,1950.1,1950.1,1950.1,2
2025-07-18T10:13:00+05:30,1951.0,1951.0,1949.1,1950.1,101
2025-07-18T10:14:00+05:30,1949.2,1950.0,1949.1,1949.2,37
2025-07-18T10:15:00+05:30,1949.5,1949.5,1948.0,1948.1,8047
2025-07-18T10:16:00+05:30,1948.0,1948.1,1944.7,1945.5,1353
2025-07-18T10:17:00+05:30,1945.9,1946.4,1944.0,1946.4,475
2025-07-18T10:18:00+05:30,1946.2,1946.3,1943.3,1945.0,825
2025-07-18T10:19:00+05:30,1944.0,1944.1,1942.7,1944.1,417
2025-07-18T10:20:00+05:30,1944.1,1944.1,1941.1,1941.6,372
