token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
99926000,Nifty 50,NIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926001,Nifty GrowSect 15,NIFTY GROWSECT 15,,0.000000,1,AMXIDX,NSE,0.000000
99926002,Nifty50 PR 2x Lev,NIFTY50 PR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926004,Nifty 500,NIFTY 500,,0.000000,1,AMXIDX,NSE,0.000000
99926008,Nifty IT,NIFTY IT,,0.000000,1,AMXIDX,NSE,0.000000
99926009,Nifty Bank,BANKNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926011,NIFTY MIDCAP 100,NIFTY MIDCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926012,Nifty 100,NIFTY 100,,0.000000,1,AMXIDX,NSE,0.000000
99926013,Nifty Next 50,NIFTYNXT50,,0.000000,1,AMXIDX,NSE,0.000000
99926014,Nifty Midcap 50,NIFTY MIDCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926016,HangSeng BeES-NAV,HANGSENG BEES-NAV,,0.000000,1,AMXIDX,NSE,0.000000
99926017,India VIX,INDIA VIX,,0.000000,1,AMXIDX,NSE,0.000000
99926018,Nifty Realty,NIFTY REALTY,,0.000000,1,AMXIDX,NSE,0.000000
99926019,Nifty Infra,NIFTY INFRA,,0.000000,1,AMXIDX,NSE,0.000000
99926020,Nifty Energy,NIFTY ENERGY,,0.000000,1,AMXIDX,NSE,0.000000
99926021,Nifty FMCG,NIFTY FMCG,,0.000000,1,AMXIDX,NSE,0.000000
99926022,Nifty MNC,NIFTY MNC,,0.000000,1,AMXIDX,NSE,0.000000
99926023,Nifty Pharma,NIFTY PHARMA,,0.000000,1,AMXIDX,NSE,0.000000
99926024,Nifty PSE,NIFTY PSE,,0.000000,1,AMXIDX,NSE,0.000000
99926025,Nifty PSU Bank,NIFTY PSU BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926026,Nifty Serv Sector,NIFTY SERV SECTOR,,0.000000,1,AMXIDX,NSE,0.000000
99926029,Nifty Auto,NIFTY AUTO,,0.000000,1,AMXIDX,NSE,0.000000
99926030,Nifty Metal,NIFTY METAL,,0.000000,1,AMXIDX,NSE,0.000000
99926031,Nifty Media,NIFTY MEDIA,,0.000000,1,AMXIDX,NSE,0.000000
99926032,NIFTY SMLCAP 100,NIFTY SMLCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926033,Nifty 200,NIFTY 200,,0.000000,1,AMXIDX,NSE,0.000000
99926034,Nifty Div Opps 50,NIFTY DIV OPPS 50,,0.000000,1,AMXIDX,NSE,0.000000
99926035,Nifty Commodities,NIFTY COMMODITIES,,0.000000,1,AMXIDX,NSE,0.000000
99926036,Nifty Consumption,NIFTY CONSUMPTION,,0.000000,1,AMXIDX,NSE,0.000000
99926037,Nifty Fin Service,FINNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926038,Nifty50 Div Point,NIFTY50 DIV POINT,,0.000000,1,AMXIDX,NSE,0.000000
99926040,Nifty100 Liq 15,NIFTY100 LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926041,Nifty CPSE,NIFTY CPSE,,0.000000,1,AMXIDX,NSE,0.000000
99926042,Nifty50 PR 1x Inv,NIFTY50 PR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926043,Nifty50 TR 2x Lev,NIFTY50 TR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926044,Nifty50 TR 1x Inv,NIFTY50 TR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926045,Nifty50 Value 20,NIFTY50 VALUE 20,,0.000000,1,AMXIDX,NSE,0.000000
99926046,Nifty Mid Liq 15,NIFTY MID LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926047,Nifty Pvt Bank,NIFTY PVT BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926048,NIFTY100 Qualty30,NIFTY100 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926049,Nifty GS 8 13Yr,NIFTY GS 8 13YR,,0.000000,1,AMXIDX,NSE,0.000000
99926050,Nifty GS 10Yr,NIFTY GS 10YR,,0.000000,1,AMXIDX,NSE,0.000000
99926051,Nifty GS 10Yr Cln,NIFTY GS 10YR CLN,,0.000000,1,AMXIDX,NSE,0.000000
99926052,Nifty GS 4 8Yr,NIFTY GS 4 8YR,,0.000000,1,AMXIDX,NSE,0.000000
99926053,Nifty GS 11 15Yr,NIFTY GS 11 15YR,,0.000000,1,AMXIDX,NSE,0.000000
99926054,Nifty GS 15YrPlus,NIFTY GS 15YRPLUS,,0.000000,1,AMXIDX,NSE,0.000000
99926055,Nifty GS Compsite,NIFTY GS COMPSITE,,0.000000,1,AMXIDX,NSE,0.000000
99926056,NIFTY50 EQL Wgt,NIFTY50 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926057,NIFTY100 EQL Wgt,NIFTY100 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926058,NIFTY100 LowVol30,NIFTY100 LOWVOL30,,0.000000,1,AMXIDX,NSE,0.000000
99926059,NIFTY Alpha 50,NIFTY ALPHA 50,,0.000000,1,AMXIDX,NSE,0.000000
99926060,NIFTY MIDCAP 150,NIFTY MIDCAP 150,,0.000000,1,AMXIDX,NSE,0.000000
99926061,NIFTY SMLCAP 50,NIFTY SMLCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926062,NIFTY SMLCAP 250,NIFTY SMLCAP 250,,0.000000,1,AMXIDX,NSE,0.000000
99926063,NIFTY MIDSML 400,NIFTY MIDSML 400,,0.000000,1,AMXIDX,NSE,0.000000
99926064,NIFTY200 QUALTY30,NIFTY200 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926074,NIFTY MID SELECT,MIDCPNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
10056,SKMEGGPROD-BE,SKMEGGPROD,,-1.000000,1,,NSE,5.000000
10060,SFMP6GR-MF,SFMP6GR,,-1.000000,1,,NSE,1.000000
1008,FACT-EQ,FACT,,-1.000000,1,,NSE,5.000000
10099,GODREJCP-EQ,GODREJCP,,-1.000000,1,,NSE,10.000000
10197,785AS32-SG,785AS32,,-1.000000,100,,NSE,1.000000
10213,796WB37-SG,796WB37,,-1.000000,100,,NSE,1.000000
10282,KAYA-BE,KAYA,,-1.000000,1,,NSE,5.000000
10318,PKTEA-BE,PKTEA,,-1.000000,1,,NSE,5.000000
1038,FINCABLES-EQ,FINCABLES,,-1.000000,1,,NSE,5.000000
10337,792AP41-SG,792AP41,,-1.000000,100,,NSE,1.000000
10358,DGCONTENT-BE,DGCONTENT,,-1.000000,1,,NSE,1.000000
10367,78GJ32A-SG,78GJ32A,,-1.000000,100,,NSE,1.000000
10382,795TS35-SG,795TS35,,-1.000000,100,,NSE,1.000000
10383,802AP38-SG,802AP38,,-1.000000,100,,NSE,1.000000
10453,SATIN-EQ,SATIN,,-1.000000,1,,NSE,1.000000
10457,ARVSMART-EQ,ARVSMART,,-1.000000,1,,NSE,5.000000
10463,782NL32-SG,782NL32,,-1.000000,100,,NSE,1.000000
10478,807WB38-SG,807WB38,,-1.000000,100,,NSE,1.000000
10501,H1158D46DQ-MF,H1158D46DQ,,-1.000000,1,,NSE,1.000000
10503,H1158D46RD-MF,H1158D46RD,,-1.000000,1,,NSE,1.000000
10505,H1158D46RG-MF,H1158D46RG,,-1.000000,1,,NSE,1.000000
10507,H1158D46RQ-MF,H1158D46RQ,,-1.000000,1,,NSE,1.000000
10555,782AP42-SG,782AP42,,-1.000000,100,,NSE,1.000000
10557,NAVKARCORP-EQ,NAVKARCORP,,-1.000000,1,,NSE,1.000000
10576,NIFTYBEES-EQ,NIFTYBEES,,-1.000000,1,,NSE,1.000000
10618,SADBHIN-EQ,SADBHIN,,-1.000000,1,,NSE,1.000000
10619,HDFCNEXT50-EQ,HDFCNEXT50,,-1.000000,1,,NSE,1.000000
10633,HDFCNIF100-EQ,HDFCNIF100,,-1.000000,1,,NSE,1.000000
10634,ASAL-EQ,ASAL,,-1.000000,1,,NSE,5.000000
10719,774AP38-SG,774AP38,,-1.000000,100,,NSE,1.000000
1077,659HR30-SG,659HR30,,-1.000000,100,,NSE,1.000000
10744,737NTPC35C-NA,737NTPC35C,,-1.000000,1,,NSE,1.000000
10836,SEYAIND-BE,SEYAIND,,-1.000000,1,,NSE,1.000000
10842,HDFC1406RG-MF,HDFC1406RG,,-1.000000,1,,NSE,1.000000
10843,HDFC1406RQ-MF,HDFC1406RQ,,-1.000000,1,,NSE,1.000000
10852,761TN32-SG,761TN32,,-1.000000,100,,NSE,1.000000
10882,SFMP64GR-MF,SFMP64GR,,-1.000000,1,,NSE,1.000000
10885,JFLLIFE-SM,JFLLIFE,,-1.000000,6000,,NSE,5.000000
10902,745TS30-SG,745TS30,,-1.000000,100,,NSE,1.000000
10922,OMAXAUTO-EQ,OMAXAUTO,,-1.000000,1,,NSE,1.000000
10925,GODREJIND-EQ,GODREJIND,,-1.000000,1,,NSE,10.000000
10963,745AP42-SG,745AP42,,-1.000000,100,,NSE,1.000000
10971,MEGAFLEX-SM,MEGAFLEX,,-1.000000,3000,,NSE,5.000000
10990,RADICO-EQ,RADICO,,-1.000000,1,,NSE,10.000000
11027,INFOBEAN-EQ,INFOBEAN,,-1.000000,1,,NSE,5.000000
11037,BANKIETF-EQ,BANKIETF,,-1.000000,1,,NSE,1.000000
11039,DCMNVL-EQ,DCMNVL,,-1.000000,1,,NSE,1.000000
11096,757JK34-SG,757JK34,,-1.000000,100,,NSE,1.000000
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,,-1.000000,1,,NSE,1.000000
11223,UCOBANK-EQ,UCOBANK,,-1.000000,1,,NSE,1.000000
11239,NSIL-EQ,NSIL,,-1.000000,1,,NSE,50.000000
11275,TVTODAY-EQ,TVTODAY,,-1.000000,1,,NSE,1.000000
11371,BGLOBAL-BZ,BGLOBAL,,-1.000000,1,,NSE,1.000000
11377,MAHABANK-EQ,MAHABANK,,-1.000000,1,,NSE,1.000000
11386,PVTBANIETF-EQ,PVTBANIETF,,-1.000000,1,,NSE,1.000000
11415,783TS36-SG,783TS36,,-1.000000,100,,NSE,1.000000
11447,CMRSL-SM,CMRSL,,-1.000000,800,,NSE,5.000000
11467,QMSMEDI-SM,QMSMEDI,,-1.000000,1000,,NSE,5.000000
11483,LT-EQ,LT,,-1.000000,1,,NSE,10.000000
11588,741GJ26-SG,741GJ26,,-1.000000,100,,NSE,1.000000
1162,GTL-EQ,GTL,,-1.000000,1,,NSE,1.000000
1164,NEWGEN-EQ,NEWGEN,,-1.000000,1,,NSE,10.000000
11607,774WB39-SG,774WB39,,-1.000000,100,,NSE,1.000000
11665,79NHIT40-N2,79NHIT40,,-1.000000,1,,NSE,1.000000
11667,DWARKESH-EQ,DWARKESH,,-1.000000,1,,NSE,1.000000
11677,INDOCO-EQ,INDOCO,,-1.000000,1,,NSE,5.000000
11697,791UP37-SG,791UP37,,-1.000000,100,,NSE,1.000000
11699,PATELENG-EQ,PATELENG,,-1.000000,1,,NSE,1.000000
11768,784TS40-SG,784TS40,,-1.000000,100,,NSE,1.000000
11821,WELCORP-EQ,WELCORP,,-1.000000,1,,NSE,5.000000
11874,784HP37-SG,784HP37,,-1.000000,100,,NSE,1.000000
11892,VHL-EQ,VHL,,-1.000000,1,,NSE,10.000000
11984,767KA32-SG,767KA32,,-1.000000,100,,NSE,1.000000
12000,FAZE3Q-EQ,FAZE3Q,,-1.000000,1,,NSE,5.000000
12121,AARTISURF-P1,AARTISURF,,-1.000000,1,,NSE,5.000000
12295,768HR31-SG,768HR31,,-1.000000,100,,NSE,1.000000
1233,65GJ30A-SG,65GJ30A,,-1.000000,100,,NSE,1.000000
1234,SOLEX-ST,SOLEX,,-1.000000,125,,NSE,5.000000
12311,774KA37-SG,774KA37,,-1.000000,100,,NSE,1.000000
1248,666KA32-SG,666KA32,,-1.000000,100,,NSE,1.000000
1270,AMBUJACEM-EQ,AMBUJACEM,,-1.000000,1,,NSE,5.000000
12814,HYBRIDFIN-BE,HYBRIDFIN,,-1.000000,1,,NSE,1.000000
12941,SFLZC26A-ZC,SFLZC26A,,-1.000000,1,,NSE,1.000000
1315,GALAXYSURF-EQ,GALAXYSURF,,-1.000000,1,,NSE,10.000000
13150,UTIDAP35P2-MF,UTIDAP35P2,,-1.000000,1,,NSE,1.000000
13152,UTIDFP35P2-MF,UTIDFP35P2,,-1.000000,1,,NSE,1.000000
13188,RCOM-BE,RCOM,,-1.000000,1,,NSE,1.000000
13192,ENIL-EQ,ENIL,,-1.000000,1,,NSE,1.000000
13209,SGBSEP27-GB,SGBSEP27,,-1.000000,1,,NSE,1.000000
13247,765NL32-SG,765NL32,,-1.000000,100,,NSE,1.000000
13366,755GJ30-SG,755GJ30,,-1.000000,100,,NSE,1.000000
13374,76KA32A-SG,76KA32A,,-1.000000,100,,NSE,1.000000
13421,EMKAY-EQ,EMKAY,,-1.000000,1,,NSE,1.000000
1353,AMJUMBO-SM,AMJUMBO,,-1.000000,8000,,NSE,5.000000
13526,HOMESFY-SM,HOMESFY,,-1.000000,300,,NSE,5.000000
13556,HDFC1204RQ-MF,HDFC1204RQ,,-1.000000,1,,NSE,1.000000
1361,622KL27-SG,622KL27,,-1.000000,100,,NSE,1.000000
13585,ATLANTAA-EQ,ATLANTAA,,-1.000000,1,,NSE,1.000000
13620,ANANTRAJ-EQ,ANANTRAJ,,-1.000000,1,,NSE,5.000000
1365,653KA30-SG,653KA30,,-1.000000,100,,NSE,1.000000
13664,ANLON-ST,ANLON,,-1.000000,400,,NSE,5.000000
13665,SFMP74DD-MF,SFMP74DD,,-1.000000,1,,NSE,1.000000
13690,SAH-BE,SAH,,-1.000000,1,,NSE,1.000000
13701,GOLDKART-ST,GOLDKART,,-1.000000,625,,NSE,5.000000
13710,FIEMIND-EQ,FIEMIND,,-1.000000,1,,NSE,10.000000
13719,759TS37-SG,759TS37,,-1.000000,100,,NSE,1.000000
13745,GTLINFRA-EQ,GTLINFRA,,-1.000000,1,,NSE,1.000000
13751,NAUKRI-EQ,NAUKRI,,-1.000000,1,,NSE,10.000000
13766,DUCOL-SM,DUCOL,,-1.000000,800,,NSE,5.000000
13812,FEL-BZ,FEL,,-1.000000,1,,NSE,1.000000
13839,DONEAR-EQ,DONEAR,,-1.000000,1,,NSE,1.000000
13850,IIFLZC26A-NR,IIFLZC26A,,-1.000000,1,,NSE,1.000000
13882,765HR33-SG,765HR33,,-1.000000,100,,NSE,1.000000
13891,769UP35-SG,769UP35,,-1.000000,100,,NSE,1.000000
13906,766WB39-SG,766WB39,,-1.000000,100,,NSE,1.000000
13916,763GJ32-SG,763GJ32,,-1.000000,100,,NSE,1.000000
13951,PARACABLES-EQ,PARACABLES,,-1.000000,1,,NSE,1.000000
13960,766RJ33-SG,766RJ33,,-1.000000,100,,NSE,1.000000
13966,HBLENGINE-EQ,HBLENGINE,,-1.000000,1,,NSE,5.000000
13976,TANLA-EQ,TANLA,,-1.000000,1,,NSE,5.000000
14,656KA30-SG,656KA30,,-1.000000,100,,NSE,1.000000
13991,771WB39-SG,771WB39,,-1.000000,100,,NSE,1.000000
13996,765KL48-SG,765KL48,,-1.000000,100,,NSE,1.000000
14064,ASMS-EQ,ASMS,,-1.000000,1,,NSE,1.000000
14084,INDORAMA-BE,INDORAMA,,-1.000000,1,,NSE,1.000000
14102,767UK33-SG,767UK33,,-1.000000,100,,NSE,1.000000
14165,762MN35-SG,762MN35,,-1.000000,100,,NSE,1.000000
14263,AGARWALFT-SM,AGARWALFT,,-1.000000,1500,,NSE,5.000000
14274,766SK33-SG,766SK33,,-1.000000,100,,NSE,1.000000
14276,759HP38-SG,759HP38,,-1.000000,100,,NSE,1.000000
14309,INDIANB-EQ,INDIANB,,-1.000000,1,,NSE,5.000000
14411,SRIVASAVI-SM,SRIVASAVI,,-1.000000,1000,,NSE,5.000000
14424,77MH31-SG,77MH31,,-1.000000,100,,NSE,1.000000
14425,77MH33-SG,77MH33,,-1.000000,100,,NSE,1.000000
14431,771BR33-SG,771BR33,,-1.000000,100,,NSE,1.000000
14447,779WB42-SG,779WB42,,-1.000000,100,,NSE,1.000000
14523,ICRA-EQ,ICRA,,-1.000000,1,,NSE,50.000000
1455,BIRLANU-EQ,BIRLANU,,-1.000000,1,,NSE,10.000000
14549,766MH33-SG,766MH33,,-1.000000,100,,NSE,1.000000
14547,NDLVENTURE-EQ,NDLVENTURE,,-1.000000,1,,NSE,1.000000
14595,VELS-ST,VELS,,-1.000000,1200,,NSE,5.000000
14599,GSLSU-EQ,GSLSU,,-1.000000,1,,NSE,1.000000
14607,TGBHOTELS-EQ,TGBHOTELS,,-1.000000,1,,NSE,1.000000
14631,HILTON-BE,HILTON,,-1.000000,1,,NSE,1.000000
14642,777RJ33-SG,777RJ33,,-1.000000,100,,NSE,1.000000
14645,773MH34-SG,773MH34,,-1.000000,100,,NSE,1.000000
14731,HFMPM23DND-MF,HFMPM23DND,,-1.000000,1,,NSE,1.000000
14742,AXSENSEX-EQ,AXSENSEX,,-1.000000,1,,NSE,1.000000
14777,121NSETEST-EQ,121NSETEST,,-1.000000,1,,NSE,5.000000
14778,131NSETEST-EQ,131NSETEST,,-1.000000,1,,NSE,5.000000
14794,ABSLFTUJDG-MF,ABSLFTUJDG,,-1.000000,1,,NSE,1.000000
14806,IRBIT-IV,IRBIT,,-1.000000,25000,,NSE,1.000000
14812,749GJ28-SG,749GJ28,,-1.000000,100,,NSE,1.000000
14816,775CG31-SG,775CG31,,-1.000000,100,,NSE,1.000000
14843,VIPCLOTHNG-EQ,VIPCLOTHNG,,-1.000000,1,,NSE,1.000000
14844,789WB40-SG,789WB40,,-1.000000,100,,NSE,1.000000
14850,777MP47-SG,777MP47,,-1.000000,100,,NSE,1.000000
14912,KPRMILL-EQ,KPRMILL,,-1.000000,1,,NSE,10.000000
14948,F13RG-MF,F13RG,,-1.000000,1,,NSE,1.000000
14952,INDOWIND-EQ,INDOWIND,,-1.000000,1,,NSE,1.000000
14982,CENTUM-EQ,CENTUM,,-1.000000,1,,NSE,10.000000
15018,MAANALU-BE,MAANALU,,-1.000000,1,,NSE,1.000000
15019,759PN33-SG,759PN33,,-1.000000,100,,NSE,1.000000
15058,AVALON-EQ,AVALON,,-1.000000,1,,NSE,5.000000
15085,SILVERETF-EQ,SILVERETF,,-1.000000,1,,NSE,1.000000
15112,735IRFC31-NM,735IRFC31,,-1.000000,1,,NSE,1.000000
15141,COLPAL-EQ,COLPAL,,-1.000000,1,,NSE,10.000000
15143,PATTECH-ST,PATTECH,,-1.000000,1500,,NSE,5.000000
15204,ARIES-EQ,ARIES,,-1.000000,1,,NSE,5.000000
15235,98SFIL26-NU,98SFIL26,,-1.000000,1,,NSE,1.000000
1528,66ML30-SG,66ML30,,-1.000000,100,,NSE,1.000000
15245,957SFIL28-NW,957SFIL28,,-1.000000,1,,NSE,1.000000
15278,ONMOBILE-EQ,ONMOBILE,,-1.000000,1,,NSE,1.000000
1531,665KA35-SG,665KA35,,-1.000000,100,,NSE,1.000000
15313,IRB-EQ,IRB,,-1.000000,1,,NSE,1.000000
15349,SADHNANIQ-BE,SADHNANIQ,,-1.000000,1,,NSE,1.000000
15374,840CIFCL28-N4,840CIFCL28,,-1.000000,1,,NSE,1.000000
15380,MANKIND-EQ,MANKIND,,-1.000000,1,,NSE,10.000000
15399,EIHAHOTELS-EQ,EIHAHOTELS,,-1.000000,1,,NSE,5.000000
158,67MH28-SG,67MH28,,-1.000000,100,,NSE,1.000000
15404,ATAM-EQ,ATAM,,-1.000000,1,,NSE,1.000000
15449,DENEERS-SM,DENEERS,,-1.000000,600,,NSE,5.000000
15966,716HR27-SG,716HR27,,-1.000000,100,,NSE,1.000000
16029,732TN33-SG,732TN33,,-1.000000,100,,NSE,1.000000
16069,737JK35-SG,737JK35,,-1.000000,100,,NSE,1.000000
16133,KRISHCA-SM,KRISHCA,,-1.000000,500,,NSE,5.000000
1633,IPCALAB-EQ,IPCALAB,,-1.000000,1,,NSE,10.000000
1655,669TS40-SG,669TS40,,-1.000000,100,,NSE,1.000000
16244,738AP35-SG,738AP35,,-1.000000,100,,NSE,1.000000
16379,736WB43-SG,736WB43,,-1.000000,100,,NSE,1.000000
16649,736AP37-SG,736AP37,,-1.000000,100,,NSE,1.000000
16655,729KL51-SG,729KL51,,-1.000000,100,,NSE,1.000000
16656,729TN53-SG,729TN53,,-1.000000,100,,NSE,1.000000
16664,SIGMA-BE,SIGMA,,-1.000000,1,,NSE,5.000000
16809,736TS41-SG,736TS41,,-1.000000,100,,NSE,1.000000
16824,VINYLINDIA-BE,VINYLINDIA,,-1.000000,1,,NSE,5.000000
16838,801TCH28-N7,801TCH28,,-1.000000,1,,NSE,1.000000
16933,INDBANK-EQ,INDBANK,,-1.000000,1,,NSE,1.000000
16978,74MH32-SG,74MH32,,-1.000000,100,,NSE,1.000000
16998,739KL52-SG,739KL52,,-1.000000,100,,NSE,1.000000
17003,739TN53-SG,739TN53,,-1.000000,100,,NSE,1.000000
17034,IIFLZC26B-NY,IIFLZC26B,,-1.000000,1,,NSE,1.000000
17105,SUMICHEM-EQ,SUMICHEM,,-1.000000,1,,NSE,5.000000
17113,743RJ48-SG,743RJ48,,-1.000000,100,,NSE,1.000000
17140,IDEAFORGE-EQ,IDEAFORGE,,-1.000000,1,,NSE,5.000000
17167,GLOBALPET-SM,GLOBALPET,,-1.000000,1500,,NSE,5.000000
17250,743AP41-SG,743AP41,,-1.000000,100,,NSE,1.000000
17263,ARMANFIN-EQ,ARMANFIN,,-1.000000,1,,NSE,10.000000
17279,BLS-EQ,BLS,,-1.000000,1,,NSE,5.000000
17358,UTKARSHBNK-EQ,UTKARSHBNK,,-1.000000,1,,NSE,1.000000
1738,665TR35-SG,665TR35,,-1.000000,100,,NSE,1.000000
17400,NHPC-EQ,NHPC,,-1.000000,1,,NSE,1.000000
17398,718GS2037-GS,718GS2037,,-1.000000,1,,NSE,1.000000
17446,74BR30-SG,74BR30,,-1.000000,100,,NSE,1.000000
17531,MAHASTEEL-BE,MAHASTEEL,,-1.000000,1,,NSE,5.000000
17534,MGL-EQ,MGL,,-1.000000,1,,NSE,10.000000
1756,JINDALPOLY-EQ,JINDALPOLY,,-1.000000,1,,NSE,5.000000
17546,925SCL28I-BA,925SCL28I,,-1.000000,1,,NSE,1.000000
17576,PVTBANKADD-EQ,PVTBANKADD,,-1.000000,1,,NSE,1.000000
17643,745AP33-SG,745AP33,,-1.000000,100,,NSE,1.000000
17661,UNIVPHOTO-BE,UNIVPHOTO,,-1.000000,1,,NSE,1.000000
17728,ASTEC-EQ,ASTEC,,-1.000000,1,,NSE,5.000000
17764,REFEX-EQ,REFEX,,-1.000000,1,,NSE,5.000000
17808,QUAL30IETF-EQ,QUAL30IETF,,-1.000000,1,,NSE,1.000000
17859,REDTAPE-EQ,REDTAPE,,-1.000000,1,,NSE,1.000000
17890,ORIANA-ST,ORIANA,,-1.000000,75,,NSE,5.000000
17952,CIFC26A-N9,CIFC26A,,-1.000000,1,,NSE,1.000000
18010,BPF02D4R-MF,BPF02D4R,,-1.000000,1,,NSE,1.000000
18018,GATECH-BE,GATECH,,-1.000000,1,,NSE,1.000000
18060,CONCORDBIO-EQ,CONCORDBIO,,-1.000000,1,,NSE,10.000000
18087,751PN36-SG,751PN36,,-1.000000,100,,NSE,1.000000
18088,749PN37-SG,749PN37,,-1.000000,100,,NSE,1.000000
18116,ELECTCAST-W1,ELECTCAST,,-1.000000,33340,,NSE,5.000000
18161,BPF02RMD-MF,BPF02RMD,,-1.000000,1,,NSE,1.000000
18171,BPF01MDR-MF,BPF01MDR,,-1.000000,1,,NSE,1.000000
18173,BPF01QDR-MF,BPF01QDR,,-1.000000,1,,NSE,1.000000
18179,FICRF3GP-MF,FICRF3GP,,-1.000000,1,,NSE,1.000000
18181,FICRFD3GPD-MF,FICRFD3GPD,,-1.000000,1,,NSE,1.000000
18182,FISTIP3GP-MF,FISTIP3GP,,-1.000000,1,,NSE,1.000000
18199,FISTIPD3MD-MF,FISTIPD3MD,,-1.000000,1,,NSE,1.000000
18204,749BR31-SG,749BR31,,-1.000000,100,,NSE,1.000000
1824,582RJ27-SG,582RJ27,,-1.000000,100,,NSE,1.000000
1827,645GJ30A-SG,645GJ30A,,-1.000000,100,,NSE,1.000000
18215,747KL37-SG,747KL37,,-1.000000,100,,NSE,1.000000
18252,SPAL-EQ,SPAL,,-1.000000,1,,NSE,5.000000
18323,744HR33-SG,744HR33,,-1.000000,100,,NSE,1.000000
18359,SANDUMA-EQ,SANDUMA,,-1.000000,1,,NSE,5.000000
18380,CPS-ST,CPS,,-1.000000,300,,NSE,5.000000
18405,745PN34A-SG,745PN34A,,-1.000000,100,,NSE,1.000000
18412,74TS43-SG,74TS43,,-1.000000,100,,NSE,1.000000
18474,719GS2060-GS,719GS2060,,-1.000000,1,,NSE,1.000000
18501,SABEVENTS-BE,SABEVENTS,,-1.000000,1,,NSE,1.000000
18521,748PN34-SG,748PN34,,-1.000000,100,,NSE,1.000000
1854,66UK31-SG,66UK31,,-1.000000,100,,NSE,1.000000
18531,746MH33-SG,746MH33,,-1.000000,100,,NSE,1.000000
18539,746AP41-SG,746AP41,,-1.000000,100,,NSE,1.000000
18571,GNA-EQ,GNA,,-1.000000,1,,NSE,5.000000
18608,ZAGGLE-EQ,ZAGGLE,,-1.000000,1,,NSE,5.000000
18634,9SCL26B-ND,9SCL26B,,-1.000000,1,,NSE,1.000000
18681,744AP36-SG,744AP36,,-1.000000,100,,NSE,1.000000
18689,747CG30-SG,747CG30,,-1.000000,100,,NSE,1.000000
18731,MASKINVEST-BE,MASKINVEST,,-1.000000,1,,NSE,1.000000
18751,KODYTECH-SM,KODYTECH,,-1.000000,100,,NSE,5.000000
18762,AURDIS-SM,AURDIS,,-1.000000,625,,NSE,5.000000
18866,MAZDA-EQ,MAZDA,,-1.000000,1,,NSE,1.000000
18938,745GJ31-SG,745GJ31,,-1.000000,100,,NSE,1.000000
18944,KINGFA-EQ,KINGFA,,-1.000000,1,,NSE,10.000000
19025,KIRLOSIND-EQ,KIRLOSIND,,-1.000000,1,,NSE,10.000000
1920,SGBJAN29IX-GB,SGBJAN29IX,,-1.000000,1,,NSE,1.000000
19045,10IIFL29-N6,10IIFL29,,-1.000000,1,,NSE,1.000000
19166,759HR35-SG,759HR35,,-1.000000,100,,NSE,1.000000
19177,749TS44-SG,749TS44,,-1.000000,100,,NSE,1.000000
19223,TCIEXP-EQ,TCIEXP,,-1.000000,1,,NSE,5.000000
19234,LAURUSLABS-EQ,LAURUSLABS,,-1.000000,1,,NSE,5.000000
19289,MOM50-EQ,MOM50,,-1.000000,1,,NSE,1.000000
1939,662GA31-SG,662GA31,,-1.000000,100,,NSE,1.000000
19296,TERASOFT-BE,TERASOFT,,-1.000000,1,,NSE,5.000000
19322,HISARMETAL-EQ,HISARMETAL,,-1.000000,1,,NSE,1.000000
19481,77GA33-SG,77GA33,,-1.000000,100,,NSE,1.000000
1950,66KA37-SG,66KA37,,-1.000000,100,,NSE,1.000000
19538,766AP37-SG,766AP37,,-1.000000,100,,NSE,1.000000
19585,BSE-EQ,BSE,,-1.000000,1,,NSE,10.000000
19617,771RJ33-SG,771RJ33,,-1.000000,100,,NSE,1.000000
19618,772TN33-SG,772TN33,,-1.000000,100,,NSE,1.000000
19631,PRICOLLTD-EQ,PRICOLLTD,,-1.000000,1,,NSE,5.000000
19653,KALYANI-BE,KALYANI,,-1.000000,1,,NSE,1.000000
19676,CMICABLES-BZ,CMICABLES,,-1.000000,1,,NSE,1.000000
