token,symbol
3001,BSE500IETF-EQ
30105,GOLD360-EQ
30108,ABFRL-EQ
23553,AIIL-EQ
30109,SELECTIPO-EQ
2388,NELCO-EQ
305,BAJAJHLDNG-EQ
312,TIINDIA-EQ
3138,HONDAPOWER-EQ
31258,NDL-EQ
24159,AFIL-EQ
3172,GILT5YBEES-EQ
3237,JTEKTINDIA-EQ
24292,VSTTILLERS-EQ
24308,ABDL-EQ
3396,TAINWALCHM-EQ
3426,TATAPOWER-EQ
3482,CLSEL-EQ
24524,SBINEQWETF-EQ
3579,UNICHEMLAB-EQ
24610,AVANTEL-EQ
3724,VSTIND-EQ
3748,WEIZMANIND-EQ
3757,VENKEYS-EQ
399,NIACL-EQ
4007,CORALFINAC-EQ
4201,SOMATEX-EQ
422,BHARATFORG-EQ
25073,RAYMONDLSL-EQ
438,BHEL-EQ
4394,MIRZAINT-EQ
4421,CREDITACC-EQ
4422,INDIANCARD-EQ
4469,ELECTHERM-EQ
4525,DYNAMATECH-EQ
4668,BANKBARODA-EQ
4809,KCPSUGIND-EQ
4870,INDSWFTLAB-EQ
5220,BFSI-EQ
5265,ALIVUS-EQ
27067,VSSL-EQ
530,BPL-EQ
5449,CHEMPLASTS-EQ
13285,M&MFIN-EQ
27297,RTNINDIA-EQ
13300,NITCO-EQ
13376,UTTAMSUGAR-EQ
5528,KOTHARIPRO-EQ
5610,ASTRAZEN-EQ
13560,GRINDWELL-EQ
13580,RADIANTCMS-EQ
13620,ANANTRAJ-EQ
13656,ALICON-EQ
13761,BBL-EQ
5900,AXISBANK-EQ
13816,LTFOODS-EQ
13826,SOBHA-EQ
6068,AIROLAM-EQ
13868,AARTIPHARM-EQ
6164,BHAGCHEM-EQ
13950,LIQUID1-EQ
14019,VEEDOL-EQ
6656,POLICYBZR-EQ
6733,JINDALSTEL-EQ
14058,SANGHVIMOV-EQ
14116,GANDHITUBE-EQ
14260,PGIL-EQ
7287,JTLIND-EQ
7374,STAR-EQ
144,GODREJAGRO-EQ
7411,NILASPACES-EQ
7518,TREJHARA-EQ
1448,HLVLTD-EQ
14485,THEMISMED-EQ
14584,PSUBNKIETF-EQ
14602,WEBELSOLAR-EQ
14677,GUJAPOLLO-EQ
1476,IDBI-EQ
14761,NELCAST-EQ
14764,071NSETEST-EQ
7325,DCMSRIND-EQ
14769,091NSETEST-EQ
14777,121NSETEST-EQ
14782,151NSETEST-EQ
14784,161NSETEST-EQ
739,COROMANDEL-EQ
7353,SETFNN50-EQ
7361,SETFNIFBK-EQ
14838,DECCANCE-EQ
1485,IFBIND-EQ
7463,MANAKSTEEL-EQ
7506,WOCKPHARMA-EQ
14992,CCCL-EQ
15083,ADANIPORTS-EQ
756150,SILVER360-EQ
15141,COLPAL-EQ
15184,BRIGADE-EQ
15271,CORDSCABLE-EQ
1607,GODHA-EQ
1624,IOC-EQ
1627,LINDEINDIA-EQ
1628,BECTORFOOD-EQ
16639,KIRIINDUS-EQ
16725,RPGLIFE-EQ
16783,GVT&D-EQ
16807,LOTUSEYE-EQ
17022,MAWANASUG-EQ
757478,SCODATUBES-EQ
757645,ATHERENERG-EQ
17307,AJMERA-EQ
17351,SALONA-EQ
757814,GROWWNET-EQ
17364,VINATIORGA-EQ
758595,INTERNET-EQ
17486,EXPLEOSOL-EQ
17598,ASALCBR-EQ
7844,AUTOIETF-EQ
7880,AUTOBEES-EQ
17685,GPTINFRA-EQ
7902,LFIC-EQ
17922,GEEKAYWIRE-EQ
17971,SBICARD-EQ
181,ARENTERP-EQ
1814,KPIL-EQ
8146,DEVIT-EQ
8311,BLUESTARCO-EQ
18292,IVZINGOLD-EQ
8479,TVSMOTOR-EQ
18571,GNA-EQ
8736,PNBGILTS-EQ
19025,KIRLOSIND-EQ
881,DRREDDY-EQ
19097,SILLYMONKS-EQ
19113,UDS-EQ
8825,PRIVISCL-EQ
8840,USHAMART-EQ
8944,RITCO-EQ
13276,LANDMARK-EQ
13352,MALUPAPER-EQ
9168,UTISXN50-EQ
13409,GPIL-EQ
8998,UMIYA-MRO-EQ
9116,INDOAMIN-EQ
13463,PIONEEREMB-EQ
9354,TAJGVK-EQ
9552,RVNL-EQ
9576,MAHESHWARI-EQ
13658,GEECEE-EQ
13776,GESHIP-EQ
13900,CREST-EQ
9889,SMARTLINK-EQ
13951,PARACABLES-EQ
13976,TANLA-EQ
14014,LUMAXTECH-EQ
14068,SAGCEM-EQ
1412,AGI-EQ
14198,TIMKEN-EQ
14255,REDINGTON-EQ
14479,DIVGIITTS-EQ
14582,SRHHYPOLTD-EQ
14702,NAGREEKEXP-EQ
14732,DLF-EQ
14745,ADVANIHOTR-EQ
14758,051NSETEST-EQ
14767,081NSETEST-EQ
14774,111NSETEST-EQ
14788,SPARC-EQ
14937,CIEINDIA-EQ
1508,ASTERDM-EQ
15068,RELIGARE-EQ
15151,MADHAV-EQ
15180,KIRLPNU-EQ
15219,PATINTLOG-EQ
15283,KNRCON-EQ
15295,VIRINCHI-EQ
15419,DPSCLTD-EQ
15883,HINDWAREAP-EQ
163,APOLLOTYRE-EQ
16713,UBL-EQ
16795,ARCHIDPLY-EQ
16915,ZFCVINDIA-EQ
16933,INDBANK-EQ
17271,SENCO-EQ
17358,UTKARSHBNK-EQ
17424,GLOBUSSPR-EQ
17603,MAHEPC-EQ
17675,ALOKINDS-EQ
17700,LTGILTBEES-EQ
17728,ASTEC-EQ
17778,ATL-EQ
17794,SOMICONVEY-EQ
17957,MMTC-EQ
18086,DBL-EQ
1811,KAKATCEM-EQ
18110,VASCONEQ-EQ
18321,LGBBROSLTD-EQ
18359,SANDUMA-EQ
18652,ICICIPRULI-EQ
18721,NUVAMA-EQ
19279,THEJO-EQ
20134,RAMKY-EQ
20188,WABAG-EQ
20323,RESPONIND-EQ
2049,CHENNPETRO-EQ
20527,PRUDMOULI-EQ
20551,DOMS-EQ
20776,BHAGYANGR-EQ
20956,SUNCLAY-EQ
21077,SURANASOL-EQ
21113,BFINVEST-EQ
21339,STEELXIND-EQ
21392,MAGADSUGAR-EQ
21484,STEL-EQ
21614,ABCAPITAL-EQ
21690,DIXON-EQ
2202,MIRCELECTR-EQ
22277,WORTH-EQ
22423,TOTAL-EQ
2256,PENINLAND-EQ
22663,JSFB-EQ
22730,VSTL-EQ
756843,ABLBL-EQ
2303,HAL-EQ
23027,LANCORHOL-EQ
2313,MURUDCERA-EQ
2331,JAYNECOIND-EQ
757520,BLUSPRING-EQ
23365,SABTNL-EQ
23729,AADHARHFC-EQ
7979,MAKEINDIA-EQ
8469,MITCON-EQ
8477,XELPMOC-EQ
8687,MUKTAARTS-EQ
8797,OBCL-EQ
8882,TNIDETF-EQ
9087,PIXTRANS-EQ
2385,NAVNETEDUL-EQ
913,EQUITASBNK-EQ
9111,ARVINDFASN-EQ
958,ESCORTS-EQ
9408,RAINBOW-EQ
9592,VENUSPIPES-EQ
9617,SPLPETRO-EQ
9668,HIKAL-EQ
2406,NEULANDLAB-EQ
9683,KPITTECH-EQ
24081,TOP100CASE-EQ
9750,ETHOSLTD-EQ
24321,VRAJ-EQ
981,EPL-EQ
9867,NEXTMEDIA-EQ
9879,CHEVIOT-EQ
24398,EMCURE-EQ
9917,NEOGEN-EQ
24730,RUBFILA-EQ
2535,PGHH-EQ
25358,PGEL-EQ
25398,ARKADE-EQ
25403,WCIL-EQ
2606,LEMONTREE-EQ
270,CHEMCON-EQ
1923,WEALTH-EQ
1927,LIQUIDETF-EQ
19543,HDFCGOLD-EQ
19691,JITFINFRA-EQ
19813,HONASA-EQ
19933,EGOLD-EQ
1997,LICHSGFIN-EQ
20159,ARIHANTSUP-EQ
2018,LUMAXIND-EQ
20303,GANDHAR-EQ
20547,BBNPPGOLD-EQ
2073,VTL-EQ
21119,KICL-EQ
21131,TEJASNET-EQ
21174,CDSL-EQ
21252,AXISNIFTY-EQ
2144,BDL-EQ
21578,COMSYN-EQ
2183,SUNDARMHLD-EQ
21828,TEXRAIL-EQ
21951,HFCL-EQ
2241,MODTHREAD-EQ
22415,LOVABLE-EQ
22463,EPACK-EQ
2259,MOREPENLAB-EQ
2283,MRPL-EQ
236,ASIANPAINT-EQ
23590,GLOSTERLTD-EQ
23804,BSLGOLDETF-EQ
27839,SAILIFE-EQ
24014,BOROSCI-EQ
24117,BBNPNBETF-EQ
24196,VADILALIND-EQ
24217,IVZINNIFTY-EQ
24265,ESTER-EQ
28952,DUCON-EQ
2431,RAILTEL-EQ
2439,NKIND-EQ
24404,ABGSEC-EQ
29284,VMART-EQ
29459,MOSCHIP-EQ
24798,GROWWEV-EQ
2496,ORIENTPPR-EQ
24944,MODEFENCE-EQ
29666,HEXT-EQ
2988,SANDESH-EQ
29872,GROWWN200-EQ
25049,PREMIERENE-EQ
25114,STYLEBAAZA-EQ
25328,APLLTD-EQ
25392,PANAMAPET-EQ
25574,SHAKTIPUMP-EQ
25584,TRITURBINE-EQ
25606,MOMENTUM50-EQ
2562,HUHTAMAKI-EQ
30472,AONELIQUID-EQ
25758,GROWWDEFNC-EQ
25835,VINCOFE-EQ
31107,DBSTOCKBRO-EQ
2687,POLYPLEX-EQ
2705,PRAJIND-EQ
27008,HEXATRADEX-EQ
3162,SIMPLEXINF-EQ
27066,SWIGGY-EQ
27084,KMEW-EQ
27097,NIVABUPA-EQ
27107,SPECIALITY-EQ
27176,NTPCGREEN-EQ
3357,SUPERSPIN-EQ
3363,SUPREMEIND-EQ
3384,SWARAJENG-EQ
34,ADOR-EQ
341,BALRAMCHIN-EQ
3432,TATACONSUM-EQ
3499,TATASTEEL-EQ
3506,TITAN-EQ
3509,TNPETRO-EQ
3530,AXISBPSETF-EQ
13510,AKASH-EQ
13587,ACE-EQ
3626,HEALTHIETF-EQ
1360,HIMATSEIDE-EQ
13598,SELAN-EQ
3646,VARDMNPOLY-EQ
3672,SOLARA-EQ
13643,ELECON-EQ
13702,VISHWARAJ-EQ
3761,RITES-EQ
3812,ZEEL-EQ
385,MAHLOG-EQ
3906,CAPLIPOINT-EQ
3980,TNPL-EQ
13810,GREENPANEL-EQ
4176,ZENITHEXPO-EQ
4179,SUNDRMBRAK-EQ
4306,SHRIRAMFIN-EQ
4378,SENSEXIETF-EQ
4529,NEXT50IETF-EQ
4598,HERITGFOOD-EQ
14111,NETWORK18-EQ
14203,HUBTOWN-EQ
4843,SNOWMAN-EQ
4892,SAREGAMA-EQ
4953,ADROITINFO-EQ
14223,TIIL-EQ
14236,HDFCMID150-EQ
14278,ORIENTBELL-EQ
4992,SHARDACROP-EQ
14361,APOLLOPIPE-EQ
509,MAZDOCK-EQ
513,BOMDYEING-EQ
1442,SANOFI-EQ
5239,MAHAPEXLTD-EQ
5306,FMCGIETF-EQ
14518,ABSLLIQUID-EQ
5401,NGIL-EQ
5475,GRSE-EQ
14657,INSECTICID-EQ
5516,JAIPURKURT-EQ
14753,031NSETEST-EQ
14766,V2RETAIL-EQ
5732,AXISCETF-EQ
5748,CYIENT-EQ
14890,AKI-EQ
14908,KDDL-EQ
14922,PURVA-EQ
1494,RBA-EQ
6218,SIKKO-EQ
15007,MANGCHEFER-EQ
15044,DELTACORP-EQ
6297,HEALTHY-EQ
15061,PSUBANK-EQ
15174,TARIL-EQ
6385,CCHHL-EQ
15404,ATAM-EQ
1547,RKEC-EQ
6782,NIPPOBATRY-EQ
1593,MGEL-EQ
15840,LATTEYS-EQ
6944,GANECOS-EQ
6961,MENONBE-EQ
1614,FAIRCHEMOR-EQ
6994,BSOFT-EQ
1633,IPCALAB-EQ
16395,MMP-EQ
7109,JMA-EQ
16675,BAJAJFINSV-EQ
714,SHALBY-EQ
1672,HGINFRA-EQ
1675,ITI-EQ
7145,ANANDRATHI-EQ
16705,GOKUL-EQ
1681,IVP-EQ
16822,IKIO-EQ
7227,MAPMYINDIA-EQ
7254,MEDPLUS-EQ
16959,ALKALI-EQ
7339,ABSLNN50ET-EQ
7420,MANAKALUCO-EQ
7451,NIFTY50ADD-EQ
17130,PARAGMILK-EQ
17263,ARMANFIN-EQ
17270,ASPINWALL-EQ
17279,BLS-EQ
756015,CIFL-EQ
17333,MHRIL-EQ
17376,EXCEL-EQ
756324,NPST-EQ
17534,MGL-EQ
17651,POKARNA-EQ
17722,DEN-EQ
17738,YATHARTH-EQ
17808,QUAL30IETF-EQ
17818,LTIM-EQ
17869,JSWENERGY-EQ
17933,BEARDSELL-EQ
17963,NESTLEIND-EQ
18039,ADVENZYMES-EQ
18060,CONCORDBIO-EQ
757614,ARISINFRA-EQ
18250,PYRAMID-EQ
757781,TOP15IETF-EQ
18457,POWERINDIA-EQ
18553,JLHL-EQ
18608,ZAGGLE-EQ
7848,BIL-EQ
7852,INOXWIND-EQ
18644,DIAMINESQ-EQ
7936,AVANTIFEED-EQ
8075,DALBHARAT-EQ
18931,SUNDARAM-EQ
8110,AWL-EQ
8163,SPENCERS-EQ
8175,SAGARDEEP-EQ
19211,HMVL-EQ
19237,MONIFTY500-EQ
193,ARVIND-EQ
857,DHAMPURSUG-EQ
8696,VRLLOG-EQ
8866,CHOICEIN-EQ
8937,E2E-EQ
19646,MAXESTATES-EQ
8968,HARIOMPIPE-EQ
1979,LMW-EQ
19878,ESAFSFB-EQ
9253,NILAINFRA-EQ
9309,STLTECH-EQ
9385,PNCINFRA-EQ
20063,SASTASUNDR-EQ
9590,POLYCAB-EQ
20110,GREENPOWER-EQ
20261,IREDA-EQ
203,ASHAPURMIN-EQ
999,EUROTEXIND-EQ
2043,RAMCOCEM-EQ
20534,GRAVITA-EQ
2056,HOMEFIRST-EQ
2088,MAHSEAMLES-EQ
212,ASHOKLEY-EQ
21314,DYNPRO-EQ
21508,COCHINSHIP-EQ
21750,LIQUIDCASE-EQ
21959,NIFTYBETF-EQ
22344,ALPL30IETF-EQ
23127,SCILAL-EQ
23489,BHARTIHEXA-EQ
1338,SDBL-EQ
13381,KKCL-EQ
13414,RSYSTEMS-EQ
13517,EMAMILTD-EQ
13522,NECCLTD-EQ
13538,TECHM-EQ
136,ANDHRSUGAR-EQ
13756,SHIVAMAUTO-EQ
13794,BAIDFIN-EQ
13844,MMFL-EQ
13880,BANCOINDIA-EQ
1394,HINDUNILVR-EQ
13920,PLASTIBLEN-EQ
13925,NFL-EQ
14003,ZEEMEDIA-EQ
14086,IGPL-EQ
14096,SIYSIL-EQ
14309,INDIANB-EQ
14413,PAGEIND-EQ
14428,GOLDBEES-EQ
14557,AROGRANITE-EQ
14592,FORTIS-EQ
14607,TGBHOTELS-EQ
14707,TIMETECHNO-EQ
14712,HGS-EQ
14771,TARMAT-EQ
1480,REPL-EQ
14843,VIPCLOTHNG-EQ
14853,OMAXE-EQ
1497,SHIVAMILLS-EQ
14938,GSEC10YEAR-EQ
14947,MOTILALOFS-EQ
14966,CSBBANK-EQ
14972,KSCL-EQ
15058,AVALON-EQ
15136,KAUSHALYA-EQ
1521,INDIAGLYCO-EQ
15228,UJJIVANSFB-EQ
15229,LICNFNHGP-EQ
15254,CEATLTD-EQ
16123,BHARATWIRE-EQ
16249,INFIBEAM-EQ
16253,EBBETF0430-EQ
27969,VMM-EQ
28046,MOBIKWIK-EQ
2841,LXCHEM-EQ
16777,SILVRETF-EQ
17140,IDEAFORGE-EQ
2909,RICOAUTO-EQ
17433,NETWEB-EQ
17520,RTNPOWER-EQ
17541,DAMODARIND-EQ
17635,ZYDUSWELL-EQ
2912,RIIL-EQ
18011,WHIRLPOOL-EQ
18143,JIOFIN-EQ
29452,AGARWALEYE-EQ
29472,PROTEAN-EQ
2955,KALYANKJIL-EQ
18479,ISFT-EQ
29731,GUJTHEM-EQ
18743,SIGNATURE-EQ
18866,MAZDA-EQ
18889,KSL-EQ
30023,ATULAUTO-EQ
30065,MOCAPITAL-EQ
1919,KOPRAN-EQ
19061,MANAPPURAM-EQ
19111,NBIFIN-EQ
30139,CASHIETF-EQ
19438,AHLEAST-EQ
19578,UGARSUGAR-EQ
19633,ITETF-EQ
199,MASFIN-EQ
3088,INDOSTAR-EQ
19931,ORISSAMINE-EQ
3103,SHREECEM-EQ
3291,STARPAPER-EQ
3324,SUBROS-EQ
3327,SUDARSCHEM-EQ
3345,SUNDRMFAST-EQ
350,BANARISUG-EQ
3456,TATAMOTORS-EQ
24366,SBISILVER-EQ
24403,ASHIANA-EQ
368,BASF-EQ
24533,OILIETF-EQ
3827,ZUARIIND-EQ
2463,MIDHANI-EQ
4,21STCENMGM-EQ
383,BEL-EQ
3834,BHARATRAS-EQ
24809,UNIECOM-EQ
24814,FIRSTCRY-EQ
24861,METALIETF-EQ
436,IFGLEXPOR-EQ
4344,PUNJABCHEM-EQ
24966,SURAJLTD-EQ
4503,MPHASIS-EQ
25060,ECOSMOBLTY-EQ
25203,BALAJEE-EQ
48,HAPPSTMNDS-EQ
4934,IPL-EQ
25447,GROWWLIQID-EQ
5054,GRINFRA-EQ
25626,UYFINCORP-EQ
5114,SGIL-EQ
5162,TATVA-EQ
25690,DSSL-EQ
527,UTIAMC-EQ
5426,NUVOCO-EQ
5501,YUKEN-EQ
25892,DBEIL-EQ
2595,3PLAND-EQ
2598,AMJLAND-EQ
5585,VIJAYA-EQ
2616,SEAMECLTD-EQ
2708,PRAKASH-EQ
27061,ACMESOLAR-EQ
27213,EIEL-EQ
6062,LICNETFGSC-EQ
20178,AKSHARCHEM-EQ
20196,BEDMUTHA-EQ
6364,NATIONALUM-EQ
2029,IRFC-EQ
20322,FEDFINA-EQ
6446,CONSUMIETF-EQ
6568,LAXMICOT-EQ
20374,COALINDIA-EQ
6803,STEELCAS-EQ
6848,GREENLAM-EQ
20556,INDIASHLTR-EQ
7,AARTIIND-EQ
20760,RPPINFRA-EQ
20877,PSPPROJECT-EQ
20905,AZAD-EQ
7276,UDAICEMENT-EQ
742,COSMOFIRST-EQ
7422,MONQ50-EQ
7553,NRBBEARING-EQ
21062,INNOVACAP-EQ
21254,LOWVOLIETF-EQ
7560,UNITEDPOLY-EQ
21740,CHOLAHLDNG-EQ
21808,SBILIFE-EQ
757049,RAJOOENG-EQ
757431,MOPSE-EQ
22239,EBBETF0431-EQ
757443,MOTOUR-EQ
22360,MCL-EQ
757754,PICCADIL-EQ
757767,SAMBHV-EQ
757772,HDBFS-EQ
757817,MOMIDMTM-EQ
2268,MOTOGENFIN-EQ
7603,CMSINFO-EQ
22824,JUNIPER-EQ
805,DCM-EQ
23056,JGCHEM-EQ
811,DCMSHRIRAM-EQ
817,DCW-EQ
8342,GSEC5IETF-EQ
8510,GATEWAY-EQ
23446,171NSETEST-EQ
23693,INDGN-EQ
8727,SHAILY-EQ
8806,SONAMLTD-EQ
916,EIDPARRY-EQ
24025,KRONOX-EQ
9348,IOB-EQ
24067,IXIGO-EQ
940,PGHL-EQ
24145,RETAIL-EQ
9480,LICI-EQ
2421,NILKAMAL-EQ
24374,LIQUIDSHRI-EQ
9810,AETHER-EQ
9874,GOLDTECH-EQ
24847,GSEC10ABSL-EQ
2493,ORIENTHOT-EQ
24856,SSDL-EQ
24969,WINDMACHIN-EQ
25080,MULTICAP-EQ
25162,EUREKAFORB-EQ
25312,PNGJL-EQ
25503,INDOUS-EQ
25640,LICMFGOLD-EQ
25643,KRN-EQ
25851,VAL30IETF-EQ
25872,GROWWGOLD-EQ
25907,WAAREEENER-EQ
25996,EMULTIMQ-EQ
27095,SWANENERGY-EQ
27303,SAMPANN-EQ
275,AUROPHARMA-EQ
27334,SURAKSHA-EQ
2792,EASEMYTRIP-EQ
2794,RSWM-EQ
27754,INNOVANA-EQ
2844,RANEHOLDIN-EQ
2868,HITECH-EQ
28714,TRANSRAILL-EQ
28805,SANATHAN-EQ
29256,DENTA-EQ
29439,SUPREME-EQ
29487,NIBE-EQ
29598,REPCOHOME-EQ
29975,AONETOTAL-EQ
30089,ORIENTCEM-EQ
30323,ESSENTIA-EQ
3252,SPIC-EQ
3273,SRF-EQ
3316,MODISONLTD-EQ
3405,TATACHEM-EQ
3411,TATAELXSI-EQ
3496,TIRUMALCHM-EQ
3563,ADANIGREEN-EQ
3607,UNIVCABLES-EQ
3718,VOLTAS-EQ
3772,WILLAMAGOR-EQ
3880,SOMANYCERA-EQ
4010,PVP-EQ
4040,EIMCOELECO-EQ
4055,PANACEABIO-EQ
4105,SILINV-EQ
4204,MOTHERSON-EQ
4279,DENORA-EQ
4491,JCHAC-EQ
4587,RAMCOIND-EQ
4594,KOTHARIPET-EQ
471,OSWALGREEN-EQ
4693,SHYAMMETL-EQ
4717,GAIL-EQ
4747,INDNIPPON-EQ
495,BLUEDART-EQ
4986,IRCON-EQ
5097,ETERNAL-EQ
522,ICICIB22-EQ
5194,ANTGRAPHIC-EQ
5382,EPIGRAL-EQ
5394,MOL-EQ
5701,CUB-EQ
5751,SANSERA-EQ
5911,PARAS-EQ
6066,ATGL-EQ
6125,GOODLUCK-EQ
6198,FCL-EQ
6407,LAMBODHARA-EQ
6462,TECH-EQ
634,IGARASHI-EQ
676,EXIDEIND-EQ
6713,MOLDTKPAC-EQ
694,CIPLA-EQ
6973,DMCC-EQ
7053,ACCELYA-EQ
708,SHRADHA-EQ
7083,STARHEALTH-EQ
755881,EVIETF-EQ
756038,WAAREERTL-EQ
757,CRISIL-EQ
757099,MOMGF-EQ
757102,BELRISE-EQ
757850,CRIZAC-EQ
758173,PROSTARM-EQ
758300,GROWWLOVOL-EQ
79,ALEMBICLTD-EQ
804,SHIVATEX-EQ
8054,KTKBANK-EQ
8083,CROWN-EQ
8132,BLBLIMITED-EQ
822,BANKA-EQ
8167,MANYAVAR-EQ
827,DEEPAKFERT-EQ
8304,PRITI-EQ
926,ORCHPHARMA-EQ
9039,UFO-EQ
9046,AGROPHOS-EQ
937,ELGIEQUIP-EQ
9288,KRITIKA-EQ
9362,CAMPUS-EQ
9667,MEDICO-EQ
9641,KHANDSE-EQ
2783,JUBLINGREA-EQ
28847,VENTIVE-EQ
28879,CARRARO-EQ
28888,SENORES-EQ
29050,ZUARI-EQ
29224,ONESOURCE-EQ
2969,SAKHTISUG-EQ
29711,QPOWER-EQ
2972,ORIENTELEC-EQ
2987,NAZARA-EQ
3002,WONDERLA-EQ
30155,AXISVALUE-EQ
3018,SAURASHCEM-EQ
3022,SDL26BEES-EQ
30455,SPECTRUM-EQ
308,BAJAJHIND-EQ
3078,SHANTIGEAR-EQ
3099,SHREDIGCEM-EQ
31138,COMPUSOFT-EQ
31837,SREEL-EQ
324,ANGELONE-EQ
3375,SURYAROSNI-EQ
371,BATAINDIA-EQ
3727,ANMOL-EQ
380,BBTC-EQ
3821,ZODIACLOTH-EQ
3837,TOKYOPLAST-EQ
3892,HATSUN-EQ
3908,PREMIERPOL-EQ
40,AEGISLOG-EQ
404,BERGEPAINT-EQ
3963,GOCLCORP-EQ
4014,NAVA-EQ
4067,MARICO-EQ
419,BEPL-EQ
425,KHADIM-EQ
489,ICEMAKE-EQ
4898,FDC-EQ
5049,CLEAN-EQ
5142,CIGNITITEC-EQ
5258,INDUSINDBK-EQ
5359,KRSNAA-EQ
5366,WINDLAS-EQ
5428,TRIGYN-EQ
5578,ACUTAAS-EQ
5865,LAGNAM-EQ
5948,SOUTHBANK-EQ
595,CARBORUNIV-EQ
6278,MEDICAMEQ-EQ
6286,GULPOLY-EQ
6596,SONATSOFTW-EQ
6600,GENUSPAPER-EQ
6663,SIGACHI-EQ
6818,LATENTVIEW-EQ
6908,VISHNU-EQ
701,HEMIPROP-EQ
7030,ASIANENE-EQ
7169,MICEL-EQ
7177,RATEGAIN-EQ
7211,JETFREIGHT-EQ
7242,METROBRAND-EQ
7376,HPAL-EQ
7401,RAJESHEXPO-EQ
7406,GLENMARK-EQ
277,GICRE-EQ
2739,PRSMJOHNSN-EQ
2799,CHEMFAB-EQ
2816,RALLIS-EQ
2837,RANASUG-EQ
28764,CEWATER-EQ
28969,CONSUMER-EQ
29098,DDEVPLSTIK-EQ
29423,MOHITIND-EQ
29527,GROWWRAIL-EQ
2963,SAIL-EQ
29678,BAJAJINDEF-EQ
2997,SANGHIIND-EQ
29962,JUSTDIAL-EQ
3009,KOHINOOR-EQ
30274,SILVERCASE-EQ
3045,SBIN-EQ
30392,NIF100IETF-EQ
30469,MID150-EQ
3063,VEDL-EQ
3149,BORORENEW-EQ
3150,SIEMENS-EQ
3321,SPMLINFRA-EQ
3403,AJOONI-EQ
3507,MAFANG-EQ
3518,TORNTPHARM-EQ
3546,TTKPRESTIG-EQ
3637,JUBLPHARMA-EQ
3744,FINEORG-EQ
3857,VARROC-EQ
3918,NATCOPHARM-EQ
4391,GULFOILLUB-EQ
4299,STERTOOLS-EQ
4548,GUJRAFFIA-EQ
4745,BANKINDIA-EQ
4749,CONCOR-EQ
4822,DODLA-EQ
4847,KIMS-EQ
4920,HINDCON-EQ
4957,GANGAFORGE-EQ
5204,GMDCLTD-EQ
526,BPCL-EQ
5292,PRITIKAUTO-EQ
592,GRAPHITE-EQ
6006,COASTCORP-EQ
6040,EIFFL-EQ
628,CESC-EQ
6606,EQUAL50ADD-EQ
6579,FINOPB-EQ
6705,PAYTM-EQ
6711,IVC-EQ
685,CHOLAFIN-EQ
6964,GOCOLORS-EQ
7016,SHIVALIK-EQ
7074,MAHKTECH-EQ
715,HEUBACHIND-EQ
7200,SHRIRAMPPS-EQ
7358,DATAPATTNS-EQ
740,SBIETFIT-EQ
7390,SUPRIYA-EQ
756802,OSWALPUMPS-EQ
757167,MONEXT50-EQ
7627,SHREERAMA-EQ
758563,ELLEN-EQ
7780,BCONCEPTS-EQ
7838,NETF-EQ
7862,GEPIL-EQ
7965,MALLCOM-EQ
8050,MAHLIFE-EQ
8413,MIDCAPETF-EQ
8546,CHALET-EQ
8827,AVROIND-EQ
8828,GAEL-EQ
8890,VERANDA-EQ
9014,ANUP-EQ
9117,TIPSMUSIC-EQ
9305,STARTECK-EQ
9356,MSTCLTD-EQ
9428,SKIPPER-EQ
955,ESABINDIA-EQ
9599,DELHIVERY-EQ
9741,PARADEEP-EQ
9847,NV20BEES-EQ
7412,ALPHA-EQ
7413,MANAKCOAT-EQ
756086,GROWWMOM50-EQ
756871,ENRIN-EQ
757515,DIGITIDE-EQ
760,CGPOWER-EQ
7679,MONARCH-EQ
7982,GRWRHITECH-EQ
809,BSHSL-EQ
8124,AJANTPHARM-EQ
8159,FIBERWEB-EQ
8596,MSUMI-EQ
8614,INDOBORAX-EQ
8632,LOWVOL1-EQ
874,ASTRON-EQ
9049,ROTO-EQ
9553,PRUDENT-EQ
9581,METROPOLIS-EQ
9652,RELCHEMQ-EQ
9685,TRIDENT-EQ
9862,WEWIN-EQ
9902,AXITA-EQ
9921,ALANKIT-EQ
2809,RAJSREESUG-EQ
2854,CRAFTSMAN-EQ
28314,ANUHPHR-EQ
28378,IGIL-EQ
2859,RAYMOND-EQ
29008,TVSHLTD-EQ
29019,ECAPINSURE-EQ
29113,CARERATING-EQ
29482,MCLOUD-EQ
29577,NIF100BEES-EQ
30134,PRABHA-EQ
3021,SOTL-EQ
3024,JINDALSAW-EQ
317,BAJFINANCE-EQ
3186,SKFINDIA-EQ
335,BALKRISIND-EQ
3348,SUNFLAG-EQ
3351,SUNPHARMA-EQ
3387,SMLISUZU-EQ
347,BANARBEADS-EQ
357,NAM-INDIA-EQ
3481,THOMASCOOK-EQ
3586,MOKSH-EQ
3676,VESUVIUS-EQ
3694,VINDHYATEL-EQ
3715,VLSFINANCE-EQ
3721,TATACOMM-EQ
395,BEML-EQ
3965,REMSONSIND-EQ
3987,GREENPLY-EQ
4127,SAMBHAAV-EQ
4184,SANGAMIND-EQ
426,BHARATGEAR-EQ
4235,WENDT-EQ
4410,JAGSNPHARM-EQ
4487,ALKYLAMINE-EQ
4684,SONACOMS-EQ
474,3MINDIA-EQ
480,BIRLACORPN-EQ
4907,ENGINERSIN-EQ
