type,entry_date,exit_date,entry_price,exit_price,pnl,percent
SELL,2023-06-19 12:22:00,2023-06-19 15:15:00,18785.45,18759.4,26.049999999999272,0.13867115240784367
BUY,2023-06-19 12:42:00,2023-06-19 15:15:00,18785.2,18759.4,-25.799999999999272,-0.13734216297936286
BUY,2023-06-19 12:49:00,2023-06-19 15:15:00,18781.95,18759.4,-22.549999999999272,-0.12006208088084183
BUY,2023-06-19 12:58:00,2023-06-19 15:15:00,18780.6,18759.4,-21.19999999999709,-0.11288244252045777
SELL,2023-06-19 13:07:00,2023-06-19 15:15:00,18788.6,18759.4,29.19999999999709,0.15541338896989182
BUY,2023-06-19 13:14:00,2023-06-19 15:15:00,18759.25,18759.4,0.1500000000014552,0.0007996055279473071
SELL,2023-06-19 13:57:00,2023-06-19 15:15:00,18734.0,18759.4,-25.400000000001455,-0.1355823636169609
SELL,2023-06-19 13:58:00,2023-06-19 15:15:00,18736.6,18759.4,-22.80000000000291,-0.12168696561811061
SELL,2023-06-19 14:23:00,2023-06-19 15:15:00,18734.6,18759.4,-24.80000000000291,-0.13237539098781353
SELL,2023-06-19 14:29:00,2023-06-19 15:15:00,18732.5,18759.4,-26.900000000001455,-0.14360069398105677
SELL,2023-06-19 14:59:00,2023-06-19 15:15:00,18771.1,18759.4,11.69999999999709,0.06232985813296552
SELL,2023-06-20 11:01:00,2023-06-20 15:15:00,18685.45,18822.2,-136.75,-0.7318528587751432
BUY,2023-06-20 11:58:00,2023-06-20 15:15:00,18717.5,18822.2,104.70000000000073,0.559369573928146
SELL,2023-06-20 12:24:00,2023-06-20 15:15:00,18719.5,18822.2,-102.70000000000073,-0.5486257645770493
SELL,2023-06-20 12:40:00,2023-06-20 15:15:00,18722.95,18822.2,-99.25,-0.5300980881752074
SELL,2023-06-20 12:57:00,2023-06-20 15:15:00,18731.2,18822.2,-91.0,-0.4858204493038353
SELL,2023-06-20 12:58:00,2023-06-20 15:15:00,18731.15,18822.2,-91.04999999999927,-0.48608868115411635
BUY,2023-06-20 14:47:00,2023-06-20 15:15:00,18764.65,18822.2,57.54999999999927,0.3066937033198022
SELL,2023-06-20 14:57:00,2023-06-20 15:15:00,18767.9,18822.2,-54.29999999999927,-0.2893237922196904
SELL,2023-06-21 09:17:00,2023-06-21 15:15:00,18822.45,18861.6,-39.14999999999782,-0.20799630228794772
BUY,2023-06-21 09:22:00,2023-06-21 15:15:00,18833.75,18861.6,27.849999999998545,0.14787283467179158
BUY,2023-06-21 10:22:00,2023-06-21 15:15:00,18849.3,18861.6,12.299999999999272,0.06525441263070392
BUY,2023-06-21 11:18:00,2023-06-21 15:15:00,18802.4,18861.6,59.19999999999709,0.31485342296726526
BUY,2023-06-21 12:21:00,2023-06-21 15:15:00,18825.4,18861.6,36.19999999999709,0.19229339084426939
SELL,2023-06-21 12:31:00,2023-06-21 15:15:00,18831.5,18861.6,-30.099999999998545,-0.15983856835620394
BUY,2023-06-21 12:37:00,2023-06-21 15:15:00,18827.85,18861.6,33.75,0.17925573020817567
SELL,2023-06-21 13:29:00,2023-06-21 15:15:00,18849.55,18861.6,-12.049999999999272,-0.06392725555782114
BUY,2023-06-21 13:49:00,2023-06-21 15:15:00,18856.0,18861.6,5.599999999998545,0.029698769622393636
SELL,2023-06-21 14:00:00,2023-06-21 15:15:00,18856.65,18861.6,-4.94999999999709,-0.02625068609746211
BUY,2023-06-21 14:08:00,2023-06-21 15:15:00,18858.25,18861.6,3.349999999998545,0.01776410854664958
BUY,2023-06-21 14:25:00,2023-06-21 15:15:00,18846.3,18861.6,15.299999999999272,0.08118304388659457
BUY,2023-06-22 09:22:00,2023-06-22 15:15:00,18858.65,18768.7,-89.95000000000073,-0.4769694543352823
BUY,2023-06-22 09:23:00,2023-06-22 15:15:00,18852.0,18768.7,-83.29999999999927,-0.4418629323148699
BUY,2023-06-22 09:45:00,2023-06-22 15:15:00,18861.05,18768.7,-92.34999999999854,-0.48963339792852756
BUY,2023-06-22 10:03:00,2023-06-22 15:15:00,18854.45,18768.7,-85.75,-0.4547997952737947
SELL,2023-06-22 10:13:00,2023-06-22 15:15:00,18862.85,18768.7,94.14999999999782,0.49912924080930415
SELL,2023-06-22 10:30:00,2023-06-22 15:15:00,18872.8,18768.7,104.09999999999854,0.5515874697977966
SELL,2023-06-22 11:58:00,2023-06-22 15:15:00,18837.4,18768.7,68.70000000000073,0.364700011678898
SELL,2023-06-22 13:24:00,2023-06-22 15:15:00,18818.05,18768.7,49.349999999998545,0.2622482138159828
SELL,2023-06-22 14:48:00,2023-06-22 15:15:00,18798.55,18768.7,29.849999999998545,0.15878884275648147
SELL,2023-06-22 14:49:00,2023-06-22 15:15:00,18808.65,18768.7,39.95000000000073,0.21240227235873244
BUY,2023-06-22 15:03:00,2023-06-22 15:15:00,18795.05,18768.7,-26.349999999998545,-0.14019648790505237
BUY,2023-06-23 11:09:00,2023-06-23 15:15:00,18692.05,18667.65,-24.399999999997817,-0.13053677900496638
BUY,2023-06-23 11:10:00,2023-06-23 15:15:00,18700.95,18667.65,-33.29999999999927,-0.17806582018560166
BUY,2023-06-23 11:32:00,2023-06-23 15:15:00,18700.6,18667.65,-32.94999999999709,-0.17619755515864247
SELL,2023-06-23 11:57:00,2023-06-23 15:15:00,18718.75,18667.65,51.099999999998545,0.2729883138564196
SELL,2023-06-23 11:58:00,2023-06-23 15:15:00,18716.3,18667.65,48.64999999999782,0.2599338544477158
BUY,2023-06-23 13:28:00,2023-06-23 15:15:00,18718.7,18667.65,-51.04999999999927,-0.27272193047593724
BUY,2023-06-23 13:35:00,2023-06-23 15:15:00,18714.85,18667.65,-47.19999999999709,-0.2522061357691731
SELL,2023-06-23 13:53:00,2023-06-23 15:15:00,18710.95,18667.65,43.29999999999927,0.23141529425282667
BUY,2023-06-23 14:07:00,2023-06-23 15:15:00,18701.85,18667.65,-34.19999999999709,-0.18286960915629785
BUY,2023-06-23 14:14:00,2023-06-23 15:15:00,18689.6,18667.65,-21.94999999999709,-0.11744499614757453
BUY,2023-06-23 14:25:00,2023-06-23 15:15:00,18677.25,18667.65,-9.599999999998545,-0.051399429787568
SELL,2023-06-26 09:19:00,2023-06-26 15:15:00,18668.4,18694.25,-25.849999999998545,-0.13846928499495695
BUY,2023-06-26 10:58:00,2023-06-26 15:15:00,18659.55,18694.25,34.70000000000073,0.18596375582476923
SELL,2023-06-26 11:28:00,2023-06-26 15:15:00,18679.4,18694.25,-14.849999999998545,-0.07949934152059779
SELL,2023-06-26 11:40:00,2023-06-26 15:15:00,18688.7,18694.25,-5.549999999999272,-0.029697089685206953
BUY,2023-06-26 11:47:00,2023-06-26 15:15:00,18682.95,18694.25,11.299999999999272,0.06048295370912662
SELL,2023-06-26 12:31:00,2023-06-26 15:15:00,18686.6,18694.25,-7.650000000001455,-0.040938426466031574
SELL,2023-06-26 12:32:00,2023-06-26 15:15:00,18684.0,18694.25,-10.25,-0.054859773067865554
BUY,2023-06-26 12:38:00,2023-06-26 15:15:00,18684.9,18694.25,9.349999999998545,0.05004040695962271
BUY,2023-06-26 12:39:00,2023-06-26 15:15:00,18684.25,18694.25,10.0,0.053521013687999254
BUY,2023-06-26 13:47:00,2023-06-26 15:15:00,18663.45,18694.25,30.799999999999272,0.16502843793617616
BUY,2023-06-26 13:59:00,2023-06-26 15:15:00,18656.7,18694.25,37.54999999999927,0.20126817711599193
BUY,2023-06-26 14:00:00,2023-06-26 15:15:00,18661.1,18694.25,33.150000000001455,0.17764226117432227
SELL,2023-06-26 14:15:00,2023-06-26 15:15:00,18664.05,18694.25,-30.200000000000728,-0.16180839635556446
SELL,2023-06-26 15:07:00,2023-06-26 15:15:00,18695.95,18694.25,1.7000000000007276,0.009092878404150243
BUY,2023-06-26 15:20:00,2023-06-26 15:21:00,18684.85,18689.25,4.400000000001455,0.02354848981929989
BUY,2023-06-26 15:21:00,2023-06-26 15:22:00,18689.25,18682.55,-6.700000000000728,-0.03584948566689796
SELL,2023-06-27 09:19:00,2023-06-27 15:15:00,18752.5,18819.2,-66.70000000000073,-0.35568590854553117
SELL,2023-06-27 09:20:00,2023-06-27 15:15:00,18746.55,18819.2,-72.65000000000146,-0.38753797365382675
SELL,2023-06-27 10:06:00,2023-06-27 15:15:00,18733.15,18819.2,-86.04999999999927,-0.45934613239097144
SELL,2023-06-27 10:21:00,2023-06-27 15:15:00,18734.3,18819.2,-84.90000000000146,-0.45317946226974837
BUY,2023-06-27 10:57:00,2023-06-27 15:15:00,18721.55,18819.2,97.65000000000146,0.5215914280601844
BUY,2023-06-27 11:11:00,2023-06-27 15:15:00,18720.5,18819.2,98.70000000000073,0.5272295077588779
SELL,2023-06-27 11:49:00,2023-06-27 15:15:00,18740.35,18819.2,-78.85000000000218,-0.42074987927120994
SELL,2023-06-27 11:50:00,2023-06-27 15:15:00,18736.05,18819.2,-83.15000000000146,-0.44379685152420845
SELL,2023-06-27 11:57:00,2023-06-27 15:15:00,18739.55,18819.2,-79.65000000000146,-0.42503688722515465
BUY,2023-06-27 12:27:00,2023-06-27 15:15:00,18749.5,18819.2,69.70000000000073,0.37174324648657686
SELL,2023-06-27 12:36:00,2023-06-27 15:15:00,18747.75,18819.2,-71.45000000000073,-0.3811124001546891
BUY,2023-06-27 12:58:00,2023-06-27 15:15:00,18736.75,18819.2,82.45000000000073,0.44004429797056976
SELL,2023-06-27 14:20:00,2023-06-27 15:15:00,18787.75,18819.2,-31.450000000000728,-0.16739630876502362
SELL,2023-06-27 15:07:00,2023-06-27 15:15:00,18811.85,18819.2,-7.350000000002183,-0.039071117407390464
SELL,2023-06-28 09:40:00,2023-06-28 15:15:00,18874.85,18967.9,-93.05000000000291,-0.4929840502043879
SELL,2023-06-28 11:17:00,2023-06-28 15:15:00,18935.8,18967.9,-32.10000000000218,-0.16952016814711912
SELL,2023-06-28 12:55:00,2023-06-28 15:15:00,18975.15,18967.9,7.25,0.03820786660448007
SELL,2023-06-28 13:42:00,2023-06-28 15:15:00,19000.2,18967.9,32.29999999999927,0.1699982105451483
SELL,2023-06-28 13:43:00,2023-06-28 15:15:00,18997.4,18967.9,29.5,0.15528440733995177
SELL,2023-06-28 13:53:00,2023-06-28 15:15:00,19000.6,18967.9,32.69999999999709,0.17209982842645544
BUY,2023-06-28 14:00:00,2023-06-28 15:15:00,18997.45,18967.9,-29.549999999999272,-0.1555471918599563
BUY,2023-06-28 14:18:00,2023-06-28 15:15:00,18986.6,18967.9,-18.69999999999709,-0.09849051436274579
BUY,2023-06-30 09:53:00,2023-06-30 15:15:00,19085.75,19194.85,109.09999999999854,0.5716306668587744
SELL,2023-06-30 10:22:00,2023-06-30 15:15:00,19091.55,19194.85,-103.29999999999927,-0.5410770733649142
BUY,2023-06-30 12:02:00,2023-06-30 15:15:00,19114.4,19194.85,80.44999999999709,0.42088687063155045
SELL,2023-06-30 12:08:00,2023-06-30 15:15:00,19114.2,19194.85,-80.64999999999782,-0.42193761705955685
SELL,2023-06-30 12:34:00,2023-06-30 15:15:00,19123.1,19194.85,-71.75,-0.3752006735309652
SELL,2023-06-30 12:44:00,2023-06-30 15:15:00,19130.9,19194.85,-63.94999999999709,-0.3342759619254561
BUY,2023-06-30 14:11:00,2023-06-30 15:15:00,19148.05,19194.85,46.79999999999927,0.24441131081232437
SELL,2023-06-30 14:30:00,2023-06-30 15:15:00,19154.35,19194.85,-40.5,-0.2114402211508091
SELL,2023-06-30 14:39:00,2023-06-30 15:15:00,19161.8,19194.85,-33.04999999999927,-0.17247857716915568
SELL,2023-06-30 14:52:00,2023-06-30 15:15:00,19166.8,19194.85,-28.049999999999272,-0.14634680802220126
SELL,2023-06-30 15:04:00,2023-06-30 15:15:00,19174.9,19194.85,-19.94999999999709,-0.10404226358414954
SELL,2023-07-03 09:39:00,2023-07-03 15:15:00,19301.9,19320.7,-18.799999999999272,-0.09739973784963796
SELL,2023-07-03 09:57:00,2023-07-03 15:15:00,19315.85,19320.7,-4.850000000002183,-0.025108913146468747
SELL,2023-07-03 10:18:00,2023-07-03 15:15:00,19318.05,19320.7,-2.650000000001455,-0.013717740662237934
SELL,2023-07-03 10:32:00,2023-07-03 15:15:00,19325.2,19320.7,4.5,0.023285658104443937
