symbol,token
PEARLPOLY-EQ,2610
GEECEE-EQ,13658
BBL-EQ,13761
RUCHIRA-EQ,13821
SAGILITY-EQ,27052
NFL-EQ,13925
SWIGGY-EQ,27066
HBLENGINE-EQ,13966
RACLGEAR-EQ,27171
JASH-EQ,13982
ZEEMEDIA-EQ,14003
PRSMJOHNSN-EQ,2739
MOBIKWIK-EQ,28046
SEQUENT-EQ,14296
ANURAS-EQ,2829
ASTRAL-EQ,14418
GOKULAGRO-EQ,14480
NCLIND-EQ,14490
BALAMINES-EQ,14501
ABSLLIQUID-EQ,14518
ICRA-EQ,14523
KMSUGAR-EQ,14667
GUJAPOLLO-EQ,14677
021NSETEST-EQ,14751
VIPCLOTHNG-EQ,14843
PURVA-EQ,14922
CCCL-EQ,14992
MANGCHEFER-EQ,15007
RELIGARE-EQ,15068
INDIACEM-EQ,1515
INDIANHUME-EQ,1530
PDMJEPAPER-EQ,15377
RVHL-EQ,1565
INGERRAND-EQ,1597
PAVNAIND-EQ,16192
MMP-EQ,16395
DIGISPICE-EQ,16683
UBL-EQ,16713
IVP-EQ,1681
LOTUSEYE-EQ,16807
RICOAUTO-EQ,2909
AARTECH-EQ,17145
INDUSTOWER-EQ,29135
VINATIORGA-EQ,17364
MAHEPC-EQ,17603
MOLDTECH-EQ,17625
REPCOHOME-EQ,29598
BAFNAPH-EQ,17742
AJAXENGG-EQ,29624
VIVIDHA-EQ,29877
AONETOTAL-EQ,29975
BSE500IETF-EQ,3001
ORIENTCEM-EQ,30089
SOTL-EQ,3021
SDL26BEES-EQ,3022
JINDALSAW-EQ,3024
SILVERCASE-EQ,30274
SCI-EQ,3048
SPECTRUM-EQ,30455
DBSTOCKBRO-EQ,31107
NDL-EQ,31258
ANGELONE-EQ,324
LODHA-EQ,3220
STARPAPER-EQ,3291
BALMLAWRIE-EQ,338
TNPETRO-EQ,3509
TORNTPHARM-EQ,3518
VESUVIUS-EQ,3676
VIPIND-EQ,3703
VOLTAS-EQ,3718
CAPLIPOINT-EQ,3906
NATCOPHARM-EQ,3918
TNPL-EQ,3980
PANACEABIO-EQ,4055
ABAN-EQ,10
SOMATEX-EQ,4201
HDFCLIFE-EQ,467
SBCL-EQ,4656
MANORAMA-EQ,10227
LUPIN-EQ,10440
UTISENSETF-EQ,10515
HINDCON-EQ,4920
NAVKARCORP-EQ,10557
SHREEPUSHK-EQ,10588
LOYALTEX-EQ,10590
HDFCNIF100-EQ,10633
ZENSARTECH-EQ,1076
MNC-EQ,10676
RADAAN-EQ,10932
GARFIBRES-EQ,1100
DCMNVL-EQ,11039
NATHBIOGEN-EQ,11065
SUMIT-EQ,11140
IDFCFIRSTB-EQ,11184
MAHSEAMLES-EQ,2088
UCOBANK-EQ,11223
UPL-EQ,11287
STOVEKRAFT-EQ,2107
AFFLE-EQ,11343
SPANDANA-EQ,11435
LT-EQ,11483
ULTRACEMCO-EQ,11532
PPLPHARMA-EQ,11571
HDFCNIFTY-EQ,11591
WELENT-EQ,11626
SUPRAJIT-EQ,11689
GODFRYPHLP-EQ,1181
ALLDIGI-EQ,11798
COMSYN-EQ,21578
SEMAC-EQ,11961
SASKEN-EQ,11983
ACI-EQ,12024
CHOLAHLDNG-EQ,21740
ICICIGI-EQ,21770
BASML-EQ,12034
INDTERRAIN-EQ,21957
SWSOLAR-EQ,12489
REFEX-EQ,17764
TREL-EQ,17795
NDRAUTO-EQ,22255
ABBOTINDIA-EQ,17903
JUBLFOOD-EQ,18096
EMMBI-EQ,18142
MANINFRA-EQ,18226
RATNAVEER-EQ,18423
GNA-EQ,18571
MARATHON-EQ,18659
PARKHOTELS-EQ,22649
SJVN-EQ,18883
MON100-EQ,22739
MRF-EQ,2277
STYRENIX-EQ,19
AARVI-EQ,19073
UDS-EQ,19113
MUKKA-EQ,22980
HMVL-EQ,19211
LIQUIDETF-EQ,1927
SENSEXETF-EQ,19224
MOM50-EQ,19289
ITDC-EQ,19299
MURUDCERA-EQ,2313
PVSL-EQ,23142
MOREALTY-EQ,23184
HDFCGOLD-EQ,19543
MUFIN-EQ,19783
JWL-EQ,20224
INDGN-EQ,23693
GANDHAR-EQ,20303
FEDFINA-EQ,20322
ABSLPSE-EQ,23806
MBAPL-EQ,12686
KRISHANA-EQ,12847
SARVESHWAR-EQ,12913
UNIPARTS-EQ,13057
SILVER1-EQ,13082
NITINSPIN-EQ,13175
PIIND-EQ,24184
COMMOIETF-EQ,13198
M&MFIN-EQ,13285
CENTURYPLY-EQ,13305
ASHIANA-EQ,24403
HDFCBANK-EQ,1333
SDBL-EQ,1338
PIONEEREMB-EQ,13463
ALICON-EQ,13656
LTFOODS-EQ,13816
AARTIPHARM-EQ,13868
KUANTUM-EQ,13870
ONGC-EQ,2475
AKUMS-EQ,24715
AVTNPL-EQ,14008
VEEDOL-EQ,14019
OLAELEC-EQ,24777
UNIECOM-EQ,24809
SIYSIL-EQ,14096
NETWORK18-EQ,14111
HINDZINC-EQ,1424
INDIANB-EQ,14309
BODALCHEM-EQ,25017
RAYMONDLSL-EQ,25073
HLVLTD-EQ,1448
TOP10ADD-EQ,25171
SANOFICONR-EQ,25222
AKZOINDIA-EQ,1467
INDUSINDBK-EQ,5258
PDSL-EQ,5264
PRITIKAUTO-EQ,5292
NAVINFLUOR-EQ,14672
DLF-EQ,14732
BPL-EQ,530
NELCAST-EQ,14761
091NSETEST-EQ,14769
161NSETEST-EQ,14784
GOLD1-EQ,14858
USK-EQ,14871
RBA-EQ,1494
SAHYADRI-EQ,14900
GANESHBE-EQ,5614
PSUBNKBEES-EQ,15032
POWERGRID-EQ,14977
PARAS-EQ,5911
ASTERDM-EQ,1508
AVALON-EQ,15058
ADANIPORTS-EQ,15083
EDELWEISS-EQ,15119
MADHAV-EQ,15151
TARIL-EQ,15174
KIRLPNU-EQ,15180
INDIAGLYCO-EQ,1521
AMBIKCO-EQ,15234
TECHNOE-EQ,6445
FINOPB-EQ,6579
MANKIND-EQ,15380
ATAM-EQ,15404
NESCO-EQ,15409
SHALBY-EQ,714
HCG-EQ,15555
LATTEYS-EQ,15840
SHRIRAMPPS-EQ,7200
HINDWAREAP-EQ,15883
TATAINVEST-EQ,1621
IONEXCHANG-EQ,1630
DCMSRIND-EQ,7325
HPAL-EQ,7376
MONQ50-EQ,7422
NILASPACES-EQ,7411
ANDHRAPAP-EQ,166
ANIKINDS-EQ,16657
HGINFRA-EQ,1672
ITI-EQ,1675
ALMONDZ-EQ,16719
UNITEDPOLY-EQ,7560
KOKUYOCMLN-EQ,16827
LPDC-EQ,16863
20MICRONS-EQ,16921
ASHOKAMET-EQ,16943
ALKALI-EQ,16959
PATANJALI-EQ,17029
IDEAFORGE-EQ,17140
MIDCAPIETF-EQ,17152
SETFGOLD-EQ,17272
UTKARSHBNK-EQ,17358
GLOBUSSPR-EQ,17424
VIJIFIN-EQ,17691
SOMICONVEY-EQ,17794
TIJARIA-EQ,25482
REDTAPE-EQ,17859
NESTLEIND-EQ,17963
TRF-EQ,17987
HUHTAMAKI-EQ,2562
UNITEDTEA-EQ,17999
WHIRLPOOL-EQ,18011
JISLDVREQS-EQ,25684
DSSL-EQ,25690
DBREALTY-EQ,18124
GROWWDEFNC-EQ,25758
HDFCLIQUID-EQ,18279
HNGSNGBEES-EQ,18284
GROWWGOLD-EQ,25872
POWERINDIA-EQ,18457
ISFT-EQ,18479
PIDILITIND-EQ,2664
HEXATRADEX-EQ,27008
NUVAMA-EQ,18721
SPECIALITY-EQ,27107
NTPCGREEN-EQ,27176
KSL-EQ,18889
HEADSUP-EQ,19205
VALIANTLAB-EQ,19218
INNOVANA-EQ,27754
CRAFTSMAN-EQ,2854
HISARMETAL-EQ,19322
BOROLTD-EQ,19401
CARRARO-EQ,28879
KITEX-EQ,28899
MAYURUNIQ-EQ,28906
ROSSELLIND-EQ,28913
MASFIN-EQ,199
HONASA-EQ,19813
ASHAPURMIN-EQ,203
OBEROIRLTY-EQ,20242
SHANKARA-EQ,20321
RAMCOCEM-EQ,2043
SAKHTISUG-EQ,2969
SURYODAY-EQ,2970
CHENNPETRO-EQ,2049
HOMEFIRST-EQ,2056
PENIND-EQ,20621
JUSTDIAL-EQ,29962
RPPINFRA-EQ,20760
HUDCO-EQ,20825
KIRLOSENG-EQ,20936
ABFRL-EQ,30108
INNOVACAP-EQ,21062
BFINVEST-EQ,21113
ESSENTIA-EQ,30323
BAJAJHLDNG-EQ,305
BAJAJHIND-EQ,308
SHREECEM-EQ,3103
BARBEQUE-EQ,3127
SIEMENS-EQ,3150
DEEPINDS-EQ,3292
SUNDRMFAST-EQ,3345
SUPREMEIND-EQ,3363
SURYAROSNI-EQ,3375
TFCILTD-EQ,3466
VINDHYATEL-EQ,3694
VLSFINANCE-EQ,3715
SINTERCOM-EQ,381
ZODIACLOTH-EQ,3821
GLOBE-EQ,393
BHARATRAS-EQ,3834
GREENPLY-EQ,3987
CUBEXTUB-EQ,4064
SILINV-EQ,4105
BHARATGEAR-EQ,426
HDFCAMC-EQ,4244
PUNJABCHEM-EQ,4344
CDSL-EQ,21174
DYNPRO-EQ,21314
STEELXIND-EQ,21339
OSWALGREEN-EQ,471
SHYAMMETL-EQ,4693
MAGADSUGAR-EQ,21392
MOM100-EQ,21423
GAIL-EQ,4717
CONCOR-EQ,4749
HAPPSTMNDS-EQ,48
KCPSUGIND-EQ,4809
MEDIASSIST-EQ,21705
ICEMAKE-EQ,489
MADRASFERT-EQ,4911
IRCON-EQ,4986
CIGNITITEC-EQ,5142
SBIETFCON-EQ,5168
ASAHIINDIA-EQ,5378
NUVOCO-EQ,5426
BRITANNIA-EQ,547
YUKEN-EQ,5501
CYIENT-EQ,5748
TOTAL-EQ,22423
UTIBANKETF-EQ,22440
MASPTOP50-EQ,5782
NIFITETF-EQ,22488
NIF10GETF-EQ,22524
ATGL-EQ,6066
IGARASHI-EQ,634
HLEGLAS-EQ,2289
NIPPOBATRY-EQ,6782
HAL-EQ,2303
DICIND-EQ,703
ACCELYA-EQ,7053
MAHKTECH-EQ,7074
SABTNL-EQ,23365
GLOSTERLTD-EQ,23590
AFIL-EQ,24159
CONSUMBEES-EQ,2435
NKIND-EQ,2439
AGIIL-EQ,24445
SANSTAR-EQ,24582
AVANTEL-EQ,24610
NORTHARC-EQ,25426
MODEFENCE-EQ,24944
LTF-EQ,24948
EUREKAFORB-EQ,25162
BALAJEE-EQ,25203
XTGLOBAL-EQ,25235
BAJAJHFL-EQ,25270
PNGJL-EQ,25312
WIPL-EQ,20481
PRUDMOULI-EQ,20527
RUPA-EQ,25724
SRD-EQ,25737
JAMNAAUTO-EQ,20778
LEMONTREE-EQ,2606
KICL-EQ,21119
PRAJIND-EQ,2705
TEJASNET-EQ,21131
TBZ-EQ,27037
ACMESOLAR-EQ,27061
UTINEXT50-EQ,21478
KMEW-EQ,27084
NIVABUPA-EQ,27097
EIEL-EQ,27213
AKG-EQ,2176
DAVANGERE-EQ,21794
AUTOAXLES-EQ,278
ARVEE-EQ,2814
RALLIS-EQ,2816
RANASUG-EQ,2837
LXCHEM-EQ,2841
RANEHOLDIN-EQ,2844
HITECH-EQ,2868
CEWATER-EQ,28764
LOVABLE-EQ,22415
CARERATING-EQ,29113
RIIL-EQ,2912
PFS-EQ,22602
CAPITALSFB-EQ,22675
ONESOURCE-EQ,29224
ITCHOTELS-EQ,29251
ENTERO-EQ,22717
MTNL-EQ,2294
EXICOM-EQ,22947
JUBLCPL-EQ,29590
NCC-EQ,2319
UNIONGOLD-EQ,29687
NAZARA-EQ,2987
SANDESH-EQ,2988
MUTHOOTFIN-EQ,23650
GODIGIT-EQ,23799
ATULAUTO-EQ,30023
EQUAL200-EQ,30121
PRABHA-EQ,30134
LIQUIDSHRI-EQ,24374
OILIETF-EQ,24533
MAITHANALL-EQ,24538
SBIBPB-EQ,30290
OILCOUNTUB-EQ,2472
NIF100IETF-EQ,30392
THOMASCOTT-EQ,31017
ORIENTTECH-EQ,24961
WINDMACHIN-EQ,24969
SRF-EQ,3273
TATAPOWER-EQ,3426
TOLINS-EQ,25262
PAISALO-EQ,25468
SHAKTIPUMP-EQ,25574
LICMFGOLD-EQ,25640
DIFFNKG-EQ,25672
KANANIIND-EQ,25786
VINCOFE-EQ,25835
AFFORDABLE-EQ,25855
MINDACORP-EQ,25897
PGEL-EQ,25358
PANAMAPET-EQ,25392
KRN-EQ,25643
LLOYDSENT-EQ,25807
HYUNDAI-EQ,25844
TIRUMALCHM-EQ,3496
TITAN-EQ,3506
VAL30IETF-EQ,25851
3PLAND-EQ,2595
UCAL-EQ,3570
SOLARA-EQ,3672
PFIZER-EQ,2643
AFCONS-EQ,25977
WEIZMANIND-EQ,3748
RITES-EQ,3761
PRECOT-EQ,2711
KPEL-EQ,27079
SOMANYCERA-EQ,3880
HATSUN-EQ,3892
BLACKBUCK-EQ,27144
21STCENMGM-EQ,4
BEML-EQ,395
NAVA-EQ,4014
EIMCOELECO-EQ,4040
SAMPANN-EQ,27303
RAJSREESUG-EQ,2809
VMM-EQ,27969
RAYMOND-EQ,2859
RCF-EQ,2866
TRANSRAILL-EQ,28714
3MINDIA-EQ,474
CONSUMER-EQ,28969
DDEVPLSTIK-EQ,29098
GRINFRA-EQ,5054
LAXMIDENTL-EQ,29171
AGARWALEYE-EQ,29452
BOMDYEING-EQ,513
MCLOUD-EQ,29482
NIBE-EQ,29487
FMCGIETF-EQ,5306
UGROCAP-EQ,5313
KALYANKJIL-EQ,2955
NIF100BEES-EQ,29577
NATCAPSUQ-EQ,29583
HEXT-EQ,29666
ASTRAZEN-EQ,5610
LIKHITHA-EQ,578
SANGHIIND-EQ,2997
GRAPHITE-EQ,592
AXISBANK-EQ,5900
KOHINOOR-EQ,3009
AXISTECETF-EQ,3010
PASUPTAC-EQ,6045
BHAGCHEM-EQ,6164
HEALTHY-EQ,6297
LAMBODHARA-EQ,6407
GREENLAM-EQ,6848
SHREDIGCEM-EQ,3099
COMPUSOFT-EQ,31138
MENONBE-EQ,6961
BSOFT-EQ,6994
BORORENEW-EQ,3149
RHIM-EQ,31163
HESTERBIO-EQ,7048
STARHEALTH-EQ,7083
SPMLINFRA-EQ,3321
AGARIND-EQ,3389
CAMS-EQ,342
AJOONI-EQ,3403
TATAMOTORS-EQ,3456
EVIETF-EQ,755881
BASF-EQ,368
ANMOL-EQ,3727
VENKEYS-EQ,3757
AEGISLOG-EQ,40
TOKYOPLAST-EQ,3837
CORALFINAC-EQ,4007
GROWWMOM50-EQ,756086
DENORA-EQ,4279
IFGLEXPOR-EQ,436
BHEL-EQ,438
SENSEXIETF-EQ,4378
GUJRAFFIA-EQ,4548
ABLBL-EQ,756843
BANKINDIA-EQ,4745
DODLA-EQ,4822
BLUEDART-EQ,495
GMDCLTD-EQ,5204
MAHAPEXLTD-EQ,5239
ROLEXRINGS-EQ,5279
THELEELA-EQ,757014
RAJOOENG-EQ,757049
EPIGRAL-EQ,5382
AAVAS-EQ,5385
CARTRADE-EQ,5407
SERVOTECH-EQ,5507
JAIPURKURT-EQ,5516
COASTCORP-EQ,6006
CENTENKA-EQ,619
ABSLAMC-EQ,6018
GOODLUCK-EQ,6125
BLUSPRING-EQ,757520
3IINFOLTD-EQ,6232
MEDICAMEQ-EQ,6278
EQUAL50ADD-EQ,6606
POLICYBZR-EQ,6656
IVC-EQ,6711
GROWWLOVOL-EQ,758300
MOLDTKPAC-EQ,6713
SAPPHIRE-EQ,6718
JINDALSTEL-EQ,6733
STEELCAS-EQ,6803
ANANDRATHI-EQ,7145
BBETF0432-EQ,7196
SETFNN50-EQ,7353
AUTOBEES-EQ,7880
LFIC-EQ,7902
NRBBEARING-EQ,7553
MIDCAP-EQ,8077
SILVERBEES-EQ,8080
DCMSHRIRAM-EQ,811
BLBLIMITED-EQ,8132
SAGARDEEP-EQ,8175
GROWWSLVR-EQ,756827
MID150BEES-EQ,8506
GMRP&UI-EQ,8529
MOINFRA-EQ,757031
MSUMI-EQ,8596
IOLCP-EQ,20413
AXISGOLD-EQ,20532
DRREDDY-EQ,881
VTL-EQ,2073
GAEL-EQ,8828
INOXINDIA-EQ,20607
SCHAND-EQ,20698
UFO-EQ,9039
MOIL-EQ,20830
STARTECK-EQ,9305
HAPPYFORGE-EQ,20854
RBZJEWEL-EQ,20874
MEDICO-EQ,9667
HIKAL-EQ,9668
KPITTECH-EQ,9683
TRIDENT-EQ,9685
MARALOVER-EQ,2112
ASHOKLEY-EQ,212
PALASHSECU-EQ,21383
TATSILV-EQ,21428
BDL-EQ,2144
MOREPENLAB-EQ,2259
VSTL-EQ,22730
PLATIND-EQ,22930
GOPAL-EQ,23066
MOSMALL250-EQ,23181
SINCLAIR-EQ,23480
MOPSE-EQ,757431
SHREERAMA-EQ,7627
MALLCOM-EQ,7965
MAKEINDIA-EQ,7979
GRWRHITECH-EQ,7982
NILKAMAL-EQ,2421
IXIGO-EQ,24067
RETAIL-EQ,24145
RPSGVENT-EQ,8119
SOFTTECH-EQ,8266
ASTRON-EQ,874
OBCL-EQ,8797
CHOICEIN-EQ,8866
GSEC10ABSL-EQ,24847
SURAJLTD-EQ,24966
E2E-EQ,8937
UTISXN50-EQ,9168
ECOSMOBLTY-EQ,25060
ESABINDIA-EQ,955
GOLDTECH-EQ,9874
TRITURBINE-EQ,25584
POLYMED-EQ,25718
METAL-EQ,25744
VIKASECO-EQ,25756
HERANBA-EQ,2614
ATUL-EQ,263
SEAMECLTD-EQ,2616
CINELINE-EQ,27161
RTNINDIA-EQ,27297
EASEMYTRIP-EQ,2792
RSWM-EQ,2794
MAMATA-EQ,28687
VENTIVE-EQ,28847
VMART-EQ,29284
ORIENTELEC-EQ,2972
MSCIINDIA-EQ,29758
NIFTY100EW-EQ,29944
SAURASHCEM-EQ,3018
SBIN-EQ,3045
SHANTIGEAR-EQ,3078
TRANSWORLD-EQ,3129
HONDAPOWER-EQ,3138
BAJFINANCE-EQ,317
JTEKTINDIA-EQ,3237
ISGEC-EQ,3329
BALRAMCHIN-EQ,341
SUPERSPIN-EQ,3357
SMLISUZU-EQ,3387
TATACHEM-EQ,3405
HONAUT-EQ,3417
BATAINDIA-EQ,371
UNICHEMLAB-EQ,3579
UNIVCABLES-EQ,3607
BERGEPAINT-EQ,404
ARIHANTCAP-EQ,3813
MARICO-EQ,4067
SANGAMIND-EQ,4184
JAGSNPHARM-EQ,4410
ELECTHERM-EQ,4469
SONACOMS-EQ,4684
CLEAN-EQ,5049
ETERNAL-EQ,5097
TATVA-EQ,5162
UTIAMC-EQ,527
STYLAMIND-EQ,5186
MOL-EQ,5394
CHEMPLASTS-EQ,5449
ACUTAAS-EQ,5578
AXISCETF-EQ,5732
SIKKO-EQ,6218
DTIL-EQ,6227
IT-EQ,2627
AVL-EQ,25984
PCBL-EQ,2649
CHEMCON-EQ,270
POLYPLEX-EQ,2687
LIQUIDPLUS-EQ,27075
SWANENERGY-EQ,27095
JUBLINGREA-EQ,2783
IGIL-EQ,28378
DUCON-EQ,28952
MOHITIND-EQ,29423
MOSCHIP-EQ,29459
GROWWRAIL-EQ,29527
NIFTYIETF-EQ,29553
BAJAJINDEF-EQ,29678
WONDERLA-EQ,3002
SELECTIPO-EQ,30109
SESHAPAPER-EQ,3066
SIMPLEXINF-EQ,3162
SREEL-EQ,31837
SUBROS-EQ,3324
SUDARSCHEM-EQ,3327
SUNFLAG-EQ,3348
TAINWALCHM-EQ,3396
ADOR-EQ,34
TATAELXSI-EQ,3411
TATACONSUM-EQ,3432
TATASTEEL-EQ,3499
AXISHCETF-EQ,3608
BEL-EQ,383
MAHLOG-EQ,385
BEPL-EQ,419
ZENITHEXPO-EQ,4176
MOTHERSON-EQ,4204
BHARATFORG-EQ,422
STERTOOLS-EQ,4299
CREDITACC-EQ,4421
JCHAC-EQ,4491
NEXT50IETF-EQ,4529
RAMCOIND-EQ,4587
KOTHARIPET-EQ,4594
HERITGFOOD-EQ,4598
INDNIPPON-EQ,4747
SNOWMAN-EQ,4843
SHEMAROO-EQ,5068
ICICIB22-EQ,522
SGIL-EQ,5114
JAICORPLTD-EQ,5143
TRIGYN-EQ,5428
GRSE-EQ,5475
KOTHARIPRO-EQ,5528
VIJAYA-EQ,5585
J&KBANK-EQ,5633
SANSERA-EQ,5751
MONTECARLO-EQ,5938
BSLSENETFG-EQ,5957
AIROLAM-EQ,6068
GULPOLY-EQ,6286
SIGACHI-EQ,6663
LATENTVIEW-EQ,6818
SMLT-EQ,6843
VISHNU-EQ,6908
TARSONS-EQ,6943
SHIVALIK-EQ,7016
HEUBACHIND-EQ,715
TEGA-EQ,7105
METROBRAND-EQ,7242
MEDPLUS-EQ,7254
ABSLNN50ET-EQ,7339
SBIETFIT-EQ,740
WOCKPHARMA-EQ,7506
ENRIN-EQ,756871
MON50EQUAL-EQ,756900
BELRISE-EQ,757102
MONEXT50-EQ,757167
AEGISVOPAK-EQ,757336
CHAMBLFERT-EQ,637
NIFTYETF-EQ,6353
CCHHL-EQ,6385
TECH-EQ,6462
AARTIIND-EQ,7
GOCOLORS-EQ,6964
JMA-EQ,7109
JETFREIGHT-EQ,7211
SBIETFQLTY-EQ,7218
HCLTECH-EQ,7229
STAR-EQ,7374
SUPRIYA-EQ,7390
COSMOFIRST-EQ,742
ALPHA-EQ,7412
NIFTY50ADD-EQ,7451
WAAREERTL-EQ,756038
MOMGF-EQ,757099
DOLLAR-EQ,20560
MOTISONS-EQ,20788
MAHSCOOTER-EQ,2085
PSPPROJECT-EQ,20877
MUFTI-EQ,20878
SUNCLAY-EQ,20956
SURANASOL-EQ,21077
TATAGOLD-EQ,21401
SMSLIFE-EQ,21551
TEXRAIL-EQ,21828
IEX-EQ,220
DHUNINV-EQ,22233
MODTHREAD-EQ,2241
MAXIND-EQ,22428
HDFCPSUBK-EQ,22595
HEIDELBERG-EQ,2316
NELCO-EQ,2388
AWFIS-EQ,23864
LIQUIDBETF-EQ,23915
DEEDEV-EQ,24154
SYMPHONY-EQ,24190
ABDL-EQ,24308
SBINEQWETF-EQ,24524
CEIGALL-EQ,24742
METALIETF-EQ,24861
INVENTURE-EQ,24870
ORIENTHOT-EQ,2493
BCLIND-EQ,2513
TDPOWERSYS-EQ,25178
EBANKNIFTY-EQ,25258
PGHH-EQ,2535
MOMENTUM50-EQ,25606
APLAPOLLO-EQ,25780
PRAKASH-EQ,2708
MTARTECH-EQ,2709
PRECWIRE-EQ,2717
SURAKSHA-EQ,27334
SANATHAN-EQ,28805
RELIANCE-EQ,2885
TVSHLTD-EQ,29008
PCJEWELLER-EQ,29124
SUPREME-EQ,29439
SAIL-EQ,2963
GUJTHEM-EQ,29731
GROWWN200-EQ,29872
GOLD360-EQ,30105
AXISVALUE-EQ,30155
VEDL-EQ,3063
NBCC-EQ,31415
SKFINDIA-EQ,3186
BALKRISIND-EQ,335
NITIRAJ-EQ,3247
SPIC-EQ,3252
BANARISUG-EQ,350
MAFANG-EQ,3507
AXISBPSETF-EQ,3530
BORANA-EQ,757919
PROSTARM-EQ,758173
TATACOMM-EQ,3721
WHEELS-EQ,3766
ZEEL-EQ,3812
ZUARIIND-EQ,3827
WEL-EQ,7835
VARROC-EQ,3857
SHIVATEX-EQ,804
KHADIM-EQ,425
DCW-EQ,817
AJANTPHARM-EQ,8124
AARTIDRUGS-EQ,4481
ALKYLAMINE-EQ,4487
DEEPAKFERT-EQ,827
MPHASIS-EQ,4503
BANKBARODA-EQ,4668
KIMS-EQ,4847
INDSWFTLAB-EQ,4870
MIDCAPETF-EQ,8413
SAREGAMA-EQ,4892
SHARDACROP-EQ,4992
GATEWAY-EQ,8510
KPIGREEN-EQ,5108
ANTGRAPHIC-EQ,5194
KRSNAA-EQ,5359
EQUITASBNK-EQ,913
CARBORUNIV-EQ,595
INTELLECT-EQ,5926
SOUTHBANK-EQ,5948
TAJGVK-EQ,9354
MSTCLTD-EQ,9356
PNCINFRA-EQ,9385
FCL-EQ,6198
CESC-EQ,628
SPLPETRO-EQ,9617
KHANDSE-EQ,9641
RELCHEMQ-EQ,9652
DNAMEDIA-EQ,641
NATIONALUM-EQ,6364
EMUDHRA-EQ,9756
IRIS-EQ,6489
HAVELLS-EQ,9819
LAXMICOT-EQ,6568
GENUSPAPER-EQ,6600
CHOLAFIN-EQ,685
AXITA-EQ,9902
GANECOS-EQ,6944
MICEL-EQ,7169
RATEGAIN-EQ,7177
JTLIND-EQ,7287
COROMANDEL-EQ,739
SETFNIFBK-EQ,7361
MANAKCOAT-EQ,7413
MIDQ50ADD-EQ,7456
ZENTEC-EQ,7508
CIFL-EQ,756015
OSWALPUMPS-EQ,756802
PRIMO-EQ,756925
AZAD-EQ,20905
MASTEK-EQ,2124
SUMMITSEC-EQ,21275
SALASAR-EQ,21362
THEINVEST-EQ,21427
COCHINSHIP-EQ,21508
DIAMONDYD-EQ,21840
ALPL30IETF-EQ,22344
MAXHEALTH-EQ,22377
NOVAAGRI-EQ,22477
NIF5GETF-EQ,22521
HEALTHADD-EQ,22592
JSFB-EQ,22663
JUNIPER-EQ,22824
MRPL-EQ,2283
MUNJALSHOW-EQ,2307
CPSEETF-EQ,2328
JAYNECOIND-EQ,2331
JNKINDIA-EQ,23621
AADHARHFC-EQ,23729
NEULANDLAB-EQ,2406
KRONOX-EQ,24025
PEL-EQ,2412
BANSALWIRE-EQ,24386
EMCURE-EQ,24398
DHANUKA-EQ,24409
EVINDIA-EQ,24461
MIDHANI-EQ,2463
FIRSTCRY-EQ,24814
MANCREDIT-EQ,24823
SSDL-EQ,24856
NIRAJ-EQ,255
INDOUS-EQ,25503
DIVOPPBEES-EQ,2636
EMULTIMQ-EQ,25996
MASTERTR-EQ,27047
GICRE-EQ,277
SAILIFE-EQ,27839
ANUHPHR-EQ,28314
PROZONER-EQ,28859
ECAPINSURE-EQ,29019
QUADFUTURE-EQ,29087
RUBYMILLS-EQ,2939
NEXT30ADD-EQ,29464
PROTEAN-EQ,29472
SAMMAANCAP-EQ,30125
MID150-EQ,30469
AONELIQUID-EQ,30472
MCX-EQ,31181
JPOLYINVST-EQ,31507
THERMAX-EQ,3475
THOMASCOOK-EQ,3481
NAM-INDIA-EQ,357
HEALTHIETF-EQ,3626
VSTIND-EQ,3724
BBTC-EQ,380
FINEORG-EQ,3744
NIACL-EQ,399
GOCLCORP-EQ,3963
REMSONSIND-EQ,3965
JAYAGROGN-EQ,4041
SUNDRMBRAK-EQ,4179
GULFOILLUB-EQ,4391
5PAISA-EQ,445
INDRAMEDCO-EQ,4751
LIQUIDIETF-EQ,4838
ENGINERSIN-EQ,4907
IPL-EQ,4934
ADROITINFO-EQ,4953
MAZDOCK-EQ,509
BFSI-EQ,5220
BPCL-EQ,526
ALIVUS-EQ,5265
WINDLAS-EQ,5366
DEVYANI-EQ,5373
NGIL-EQ,5401
INTLCONV-EQ,5606
ITDCEM-EQ,5622
LAGNAM-EQ,5865
SCODATUBES-EQ,757478
DIGITIDE-EQ,757515
EIFFL-EQ,6040
LICNETFGSC-EQ,6062
ABREL-EQ,625
HDBFS-EQ,757772
GROWWNET-EQ,757814
MOMIDMTM-EQ,757817
CONSUMIETF-EQ,6446
GRPLTD-EQ,6543
EXIDEIND-EQ,676
BAJAJHCARE-EQ,6863
CIPLA-EQ,694
DMCC-EQ,6973
BCONCEPTS-EQ,7780
BIL-EQ,7848
HEMIPROP-EQ,701
MAPMYINDIA-EQ,7227
GEPIL-EQ,7862
RAJESHEXPO-EQ,7401
MANAKALUCO-EQ,7420
HAVISHA-EQ,7457
MANAKSTEEL-EQ,7463
TREJHARA-EQ,7518
NPST-EQ,756324
SAMBHV-EQ,757767
NETF-EQ,7838
AUTOIETF-EQ,7844
MHLXMIRU-EQ,7886
DCM-EQ,805
KTKBANK-EQ,8054
DALBHARAT-EQ,8075
